Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
P25490;H0YJV7;Q96MM3;H0YJU4	P25490;H0YJV7	10;6;3;2	10;6;3;2	7;4;2;2	Transcriptional repressor protein YY1	YY1	4	10	10	7
P25685;P25685-2;M0R080;M0QXK0;M0QYT3;M0R1D6;M0QZD0;M0R128;A0A1B0GX60	P25685;P25685-2;M0R080	21;19;14;8;7;4;4;2;2	21;19;14;8;7;4;4;2;2	19;17;12;6;6;3;3;2;2	DnaJ homolog subfamily B member 1	DNAJB1	9	21	21	19
P25705;P25705-2;P25705-3;K7EK77;K7ERX7;K7EJP1;K7ENJ4;K7EQH4;K7ESA0	P25705;P25705-2;P25705-3;K7EK77;K7ERX7	35;34;30;25;20;17;16;11;2	35;34;30;25;20;17;16;11;2	35;34;30;25;20;17;16;11;2	ATP synthase subunit alpha, mitochondrial	ATP5A1	9	35	35	35
P25786;P25786-2;F5GX11;B4DEV8	P25786;P25786-2;F5GX11	30;29;26;14	30;29;26;14	30;29;26;14	Proteasome subunit alpha type-1	PSMA1	4	30	30	30
P25788-2;P25788;G3V4X5;G3V3W4;G3V5N4;H0YJ03	P25788-2;P25788;G3V4X5	29;29;15;3;3;3	29;29;15;3;3;3	29;29;15;3;3;3	Proteasome subunit alpha type-3	PSMA3	6	29	29	29
P25789;H0YMZ1;H0YL69;H0YN18;H0YMA1;H0YLS6;H0YLC2;H0YMI6;H0YKT8;P25789-2;H0YKS0	P25789;H0YMZ1;H0YL69;H0YN18;H0YMA1;H0YLS6;H0YLC2;H0YMI6	15;13;13;12;10;8;8;8;7;7;2	15;13;13;12;10;8;8;8;7;7;2	15;13;13;12;10;8;8;8;7;7;2	Proteasome subunit alpha type-4;Proteasome subunit alpha type	PSMA4	11	15	15	15
P26038;V9GZ54	P26038	77;12	77;12	55;10	Moesin	MSN	2	77	77	55
P26196;Q8IV96	P26196	11;5	11;5	11;5	Probable ATP-dependent RNA helicase DDX6	DDX6	2	11	11	11
P26358;P26358-2;P26358-3;K7ENW7;K7EJL0;K7EIZ6;K7EMU8;K7ENQ6;K7ELB1;K7ERQ1	P26358;P26358-2;P26358-3	45;45;36;15;7;4;4;4;2;1	45;45;36;15;7;4;4;4;2;1	45;45;36;15;7;4;4;4;2;1	DNA (cytosine-5)-methyltransferase 1	DNMT1	10	45	45	45
P26368-2;P26368;K7ENG2;K7ELP8	P26368-2;P26368;K7ENG2	16;16;8;4	16;16;8;4	16;16;8;4	Splicing factor U2AF 65 kDa subunit	U2AF2	4	16	16	16
P26373;P26373-2;J3QSB4;H3BTH3;H3BUK8;J3KS98	P26373;P26373-2;J3QSB4	26;20;16;7;5;5	26;20;16;7;5;5	26;20;16;7;5;5	60S ribosomal protein L13	RPL13	6	26	26	26
P26374	P26374	3	3	3	Rab proteins geranylgeranyltransferase component A 2	CHML	1	3	3	3
P26583;D6R9A6	P26583;D6R9A6	16;10	16;10	13;9	High mobility group protein B2	HMGB2	2	16	16	13
P26599;P26599-2;P26599-3;A0A0U1RRM4;A6NLN1;K7EKJ7;K7ES59;A0A0D9SF20;K7EK45;K7ELW5;A0A087WU68;A0A087WUW5	P26599;P26599-2;P26599-3;A0A0U1RRM4;A6NLN1	22;22;22;21;20;10;8;8;7;5;5;4	22;22;22;21;20;10;8;8;7;5;5;4	19;19;19;18;17;9;7;8;5;4;3;4	Polypyrimidine tract-binding protein 1	PTBP1	12	22	22	19
P26639;P26639-2;D6R9F8;D6RCA5;D6RDJ6;D6RBR8;D6RJ97;D6RHV7;D6RCS6;A2RTX5-2;A2RTX5;B7ZLP8	P26639;P26639-2	54;53;11;10;10;4;3;3;3;2;2;1	54;53;11;10;10;4;3;3;3;2;2;1	53;52;11;10;10;4;3;3;3;2;2;1	Threonine--tRNA ligase, cytoplasmic	TARS	12	54	54	53
P26640;A0A140T936;A0A140T954;P26640-2;H0Y426;A2ABF4;A0A0G2JJT9;A0A140T904	P26640;A0A140T936	54;51;14;13;7;5;5;2	54;51;14;13;7;5;5;2	54;51;14;13;7;5;5;2	Valine--tRNA ligase	VARS	8	54	54	54
P26641;P26641-2	P26641;P26641-2	37;34	37;34	37;34	Elongation factor 1-gamma	EEF1G	2	37	37	37
P27348;E9PG15	P27348;E9PG15	27;21	22;18	22;18	14-3-3 protein theta	YWHAQ	2	27	22	22
P27361-2;P27361;H0YEX6;E9PRH7;B3KR49;E9PBK7;E9PQW4;P27361-3;E9PJF0	P27361-2;P27361;H0YEX6;E9PRH7;B3KR49;E9PBK7;E9PQW4;P27361-3	3;3;2;2;2;2;2;2;1	3;3;2;2;2;2;2;2;1	3;3;2;2;2;2;2;2;1	Mitogen-activated protein kinase 3;Mitogen-activated protein kinase	MAPK3	9	3	3	3
P27540-2;P27540-3;P27540;P27540-4	P27540-2;P27540-3;P27540;P27540-4	3;3;3;2	3;3;3;2	3;3;3;2	Aryl hydrocarbon receptor nuclear translocator	ARNT	4	3	3	3
P27635;X1WI28;Q96L21;B8A6G2;A6QRI9	P27635;X1WI28	30;29;14;12;12	30;29;14;12;12	5;5;3;5;5	60S ribosomal protein L10	RPL10	5	30	30	5
P27694;I3L4R8;I3L524;I3L2M5	P27694;I3L4R8	26;14;1;1	26;14;1;1	26;14;1;1	Replication protein A 70 kDa DNA-binding subunit;Replication protein A 70 kDa DNA-binding subunit, N-terminally processed	RPA1	4	26	26	26
P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7;G3V5M0;G3V359;H7C4A8;G3V3Y6	P27695;G3V5Q1;G3V3M6;G3V5D9;A0A0C4DGK8;G3V3C7	9;8;8;6;6;6;3;3;2;1	9;8;8;6;6;6;3;3;2;1	9;8;8;6;6;6;3;3;2;1	DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial	APEX1	10	9	9	9
P27797;K7EJB9;K7EL50	P27797;K7EJB9	33;22;5	33;22;5	33;22;5	Calreticulin	CALR	3	33	33	33
P27816-5;H7C4C5	P27816-5;H7C4C5	29;17	1;1	1;1	Microtubule-associated protein 4;Microtubule-associated protein	MAP4	2	29	1	1
P27824-3;P27824;P27824-2;D6RFL1;D6RAU8;D6RB85;D6RDP7;H0Y9Q7;D6RGY2	P27824-3;P27824;P27824-2	6;6;6;2;2;2;2;2;2	6;6;6;2;2;2;2;2;2	6;6;6;2;2;2;2;2;2	Calnexin	CANX	9	6	6	6
P27986;P27986-4;P27986-5;P27986-3;P27986-2;H0YBC2;E5RJY0;E5RGI8;H0YB27;F6TDL0;Q92569	P27986;P27986-4;P27986-5;P27986-3;P27986-2	15;15;12;12;12;6;5;1;1;1;1	15;15;12;12;12;6;5;1;1;1;1	14;14;11;11;11;6;5;1;1;1;1	Phosphatidylinositol 3-kinase regulatory subunit alpha	PIK3R1	11	15	15	14
X5D2R7;P28062;Q5JNW7;A0A140T998;P28062-2	X5D2R7;P28062;Q5JNW7;A0A140T998;P28062-2	19;19;17;17;13	19;19;17;17;13	19;19;17;17;13	Proteasome subunit beta type;Proteasome subunit beta type-8	PSM8;PSMB8	5	19	19	19
P28065;A2ACR1;P28065-2;A0A0G2JJA7;A2ACR0;A0A0G2JJQ0;A0A0G2JJ13;A0A0G2JHI2	P28065;A2ACR1;P28065-2;A0A0G2JJA7	11;10;10;8;5;3;2;2	11;10;10;8;5;3;2;2	11;10;10;8;5;3;2;2	Proteasome subunit beta type-9;Proteasome subunit beta type	PSMB9	8	11	11	11
P28066;P28066-2	P28066	16;7	16;7	16;7	Proteasome subunit alpha type-5	PSMA5	2	16	16	16
P28070	P28070	16	16	16	Proteasome subunit beta type-4	PSMB4	1	16	16	16
P28072;A0A087X2I4;I3L3X7	P28072;A0A087X2I4	13;8;6	13;8;6	13;8;6	Proteasome subunit beta type-6;Proteasome subunit beta type	PSMB6	3	13	13	13
P28074;P28074-3;P28074-2;H0YJM8;G8JLC2;G3V3K3	P28074;P28074-3	17;12;6;4;2;2	17;12;6;4;2;2	17;12;6;4;2;2	Proteasome subunit beta type-5	PSMB5	6	17	17	17
P28331-4;P28331;P28331-2;B4DJ81;P28331-3;P28331-5;C9JPQ5;F8WDL5	P28331-4;P28331;P28331-2;B4DJ81;P28331-3;P28331-5	11;11;11;9;9;9;2;1	11;11;11;9;9;9;2;1	11;11;11;9;9;9;2;1	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NDUFS1	8	11	11	11
P28482;P28482-2	P28482;P28482-2	5;4	5;4	5;4	Mitogen-activated protein kinase 1	MAPK1	2	5	5	5
P28838-2	P28838-2	50	50	1	Cytosol aminopeptidase	LAP3	1	50	50	1
P28908-3;P28908	P28908-3;P28908	2;2	2;2	2;2	Tumor necrosis factor receptor superfamily member 8	TNFRSF8	2	2	2	2
P29083;E9PER7;C9IYL4;C9J329	P29083;E9PER7;C9IYL4	8;4;4;1	8;4;4;1	8;4;4;1	General transcription factor IIE subunit 1	GTF2E1	4	8	8	8
P29084;E5RH41;E5RIW4;E5RK24	P29084;E5RH41	12;8;5;4	12;8;5;4	12;8;5;4	Transcription initiation factor IIE subunit beta	GTF2E2	4	12	12	12
P29144;Q5VZU9	P29144;Q5VZU9	55;53	55;53	55;53	Tripeptidyl-peptidase 2	TPP2	2	55	55	55
P29350;P29350-3;P29350-4;P29350-2;F5H1V7;F5H4Z1;F5GXD4;U3KQS1;F5H5H9;F5H1Z8;F5H0N8	P29350;P29350-3;P29350-4;P29350-2	9;9;9;7;2;2;2;2;2;2;2	9;9;9;7;2;2;2;2;2;2;2	9;9;9;7;2;2;2;2;2;2;2	Tyrosine-protein phosphatase non-receptor type 6	PTPN6	11	9	9	9
P29590-11;P29590;H3BT57;P29590-14;P29590-10;P29590-4;P29590-12;P29590-5;P29590-9;P29590-13;P29590-3;P29590-8;H3BT29;H3BUJ5;H3BVD2	P29590-11;P29590;H3BT57;P29590-14;P29590-10;P29590-4;P29590-12;P29590-5;P29590-9;P29590-13;P29590-3;P29590-8;H3BT29;H3BUJ5	18;18;16;16;16;16;16;16;16;16;16;16;10;10;4	18;18;16;16;16;16;16;16;16;16;16;16;10;10;4	2;2;0;0;0;0;0;0;0;0;0;0;0;0;0	Protein PML	PML	15	18	18	2
P29692-3;E9PL71;E9PN91	P29692-3;E9PL71;E9PN91	24;19;17	1;1;1	1;1;1	Elongation factor 1-delta	EEF1D	3	24	1	1
P30040;F8VY02;P30040-2	P30040;F8VY02;P30040-2	2;1;1	2;1;1	2;1;1	Endoplasmic reticulum resident protein 29	ERP29	3	2	2	2
P30041	P30041	10	10	10	Peroxiredoxin-6	PRDX6	1	10	10	10
P30044-2;P30044;P30044-3;P30044-4	P30044-2;P30044;P30044-3;P30044-4	8;8;6;4	8;8;6;4	8;8;6;4	Peroxiredoxin-5, mitochondrial	PRDX5	4	8	8	8
P30048-2;P30048	P30048-2;P30048	11;11	11;11	11;11	Thioredoxin-dependent peroxide reductase, mitochondrial	PRDX3	2	11	11	11
P30049	P30049	3	3	3	ATP synthase subunit delta, mitochondrial	ATP5D	1	3	3	3
P30050;P30050-2	P30050	17;8	17;8	17;8	60S ribosomal protein L12	RPL12	2	17	17	17
P30084	P30084	12	12	12	Enoyl-CoA hydratase, mitochondrial	ECHS1	1	12	12	12
P30086	P30086	2	2	2	Phosphatidylethanolamine-binding protein 1;Hippocampal cholinergic neurostimulating peptide	PEBP1	1	2	2	2
P30101	P30101	41	40	27	Protein disulfide-isomerase A3	PDIA3	1	41	40	27
P30153;B3KQV6;C9J9C1;E9PH38;E9PPI5;E9PNM7;E9PHZ6;M0QXG4;M0R0K6	P30153;B3KQV6;C9J9C1	41;28;27;9;2;2;2;1;1	41;28;27;9;2;2;2;1;1	34;24;22;9;0;0;0;1;1	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	PPP2R1A	9	41	41	34
P30154-4;P30154;P30154-2;P30154-3;P30154-5;H0YDG7	P30154-4;P30154;P30154-2;P30154-3;P30154-5	26;26;25;23;14;6	19;19;18;18;10;4	19;19;18;18;10;4	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1B	6	26	19	19
P30281-3;P30281;Q5T8J1;P30281-4;P30281-2	P30281-3;P30281;Q5T8J1;P30281-4;P30281-2	2;2;1;1;1	2;2;1;1;1	2;2;1;1;1	G1/S-specific cyclin-D3	CCND3	5	2	2	2
P30291;P30291-2;H0YEJ2;E9PQ51;E9PRU3	P30291;P30291-2;H0YEJ2;E9PQ51;E9PRU3	4;3;2;2;2	4;3;2;2;2	4;3;2;2;2	Wee1-like protein kinase	WEE1	5	4	4	4
P30419;P30419-2;B7Z8J4;K7EN82	P30419;P30419-2;B7Z8J4	14;12;7;6	14;12;7;6	13;11;7;6	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	4	14	14	13
P30520;Q8N142;Q8N142-2	P30520	16;2;2	16;2;2	14;0;0	Adenylosuccinate synthetase isozyme 2	ADSS	3	16	16	14
P30566;A0A1B0GTJ7;A0A1B0GWJ0;A0A0A6YY92;P30566-2;A0A1B0GWF8;A0A096LNY6;A0A1B0GTG9;A0A096LNY5;A0A096LNY4;A0A096LPA2;A0A096LP72;B4DEP1;A0A096LP92;A0A096LP76;V9GY96;A0A096LNT0	P30566;A0A1B0GTJ7;A0A1B0GWJ0;A0A0A6YY92;P30566-2;A0A1B0GWF8;A0A096LNY6;A0A1B0GTG9	42;40;40;39;35;32;28;27;20;11;11;9;9;6;3;2;1	42;40;40;39;35;32;28;27;20;11;11;9;9;6;3;2;1	38;36;36;35;31;28;28;23;16;7;11;5;5;6;3;2;1	Adenylosuccinate lyase	ADSL	17	42	42	38
P30622-1;P30622;P30622-2;J3KP58;F5H0N7;A0A3B3ITA2;F5H6A0;F5H1T5;A0A3B3IS27;F5H367;F5H270	P30622-1;P30622;P30622-2;J3KP58;F5H0N7;A0A3B3ITA2	53;53;52;45;39;34;20;9;6;4;4	53;53;52;45;39;34;20;9;6;4;4	47;47;46;39;33;30;20;9;6;4;4	CAP-Gly domain-containing linker protein 1	CLIP1	11	53	53	47
P31040-2;P31040;A0A087X1I3;D6RFM5;P31040-3;H0Y8X1	P31040-2;P31040;A0A087X1I3;D6RFM5;P31040-3	8;8;6;6;6;1	8;8;6;6;6;1	8;8;6;6;6;1	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	6	8	8	8
P31146;H3BRY3;H3BTU6;H3BRJ0;H3BNA2;H3BU76;H3BSL1	P31146;H3BRY3	42;31;14;13;6;6;6	42;31;14;13;6;6;6	39;28;14;13;6;6;6	Coronin-1A;Coronin	CORO1A	7	42	42	39
P31150;G5E9U5	P31150	14;2	14;2	9;1	Rab GDP dissociation inhibitor alpha	GDI1	2	14	14	9
Q86SG5;P31151	Q86SG5;P31151	1;1	1;1	1;1	Protein S100-A7A;Protein S100-A7	S100A7A;S100A7	2	1	1	1
P31153;P31153-2	P31153;P31153-2	39;29	39;29	33;23	S-adenosylmethionine synthase isoform type-2	MAT2A	2	39	39	33
P31323	P31323	7	4	4	cAMP-dependent protein kinase type II-beta regulatory subunit	PRKAR2B	1	7	4	4
P31327-2;P31327;P31327-3	P31327-2;P31327;P31327-3	2;2;2	1;1;1	1;1;1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	CPS1	3	2	1	1
P31350;P31350-2;A0A286YFD6;C9JXC1;A0A0C4DGZ6;Q7LG56-4;Q7LG56-3;Q7LG56-2	P31350;P31350-2;A0A286YFD6	19;19;16;9;1;1;1;1	19;19;16;9;1;1;1;1	18;18;16;9;0;0;0;0	Ribonucleoside-diphosphate reductase subunit M2	RRM2	8	19	19	18
P31689;P31689-2	P31689;P31689-2	27;25	27;25	27;25	DnaJ homolog subfamily A member 1	DNAJA1	2	27	27	27
P31930	P31930	6	6	6	Cytochrome b-c1 complex subunit 1, mitochondrial	UQCRC1	1	6	6	6
P31937;H7BZL2	P31937;H7BZL2	15;11	15;11	15;11	3-hydroxyisobutyrate dehydrogenase, mitochondrial	HIBADH	2	15	15	15
P31939;P31939-2;H7C1S2;C9JLK0;F8WEF0	P31939;P31939-2	78;72;21;20;16	78;72;21;20;16	78;72;21;20;16	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	ATIC	5	78	78	78
P31942-2;P31942;P31942-3;P31942-4;P31942-6;P31942-5	P31942-2;P31942;P31942-3	13;13;12;6;2;2	13;13;12;6;2;2	13;13;12;6;2;2	Heterogeneous nuclear ribonucleoprotein H3	HNRNPH3	6	13	13	13
P31946;Q4VY19;A0A0J9YWE8;Q4VY20;A0A0J9YWZ2	P31946;Q4VY19;A0A0J9YWE8;Q4VY20	28;18;18;17;10	18;11;11;10;5	4;4;4;4;0	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	5	28	18	4
P31946-2	P31946-2	26	2	2	14-3-3 protein beta/alpha;14-3-3 protein beta/alpha, N-terminally processed	YWHAB	1	26	2	2
P31947-2;P31947	P31947-2;P31947	5;5	2;2	2;2	14-3-3 protein sigma	SFN	2	5	2	2
P31948;P31948-2;P31948-3;F5H783;F5GXD8;H0YGI8	P31948;P31948-2;P31948-3	87;84;78;33;22;16	87;84;78;33;22;16	87;84;78;33;22;16	Stress-induced-phosphoprotein 1	STIP1	6	87	87	87
P32019;P32019-3;P32019-4;P32019-2;E7ESY0;B1ARF3	P32019;P32019-3;P32019-4;P32019-2;E7ESY0	4;3;3;3;2;1	4;3;3;3;2;1	4;3;3;3;2;1	Type II inositol 1,4,5-trisphosphate 5-phosphatase	INPP5B	6	4	4	4
P32119;A6NIW5;P32119-2	P32119;A6NIW5	22;13;5	21;13;5	21;13;5	Peroxiredoxin-2	PRDX2	3	22	21	21
P32121-5;P32121-2;P32121;P32121-3;P32121-4;Q68DZ5;K7EL17;I3L0V6;K7ENA6	P32121-5;P32121-2;P32121;P32121-3;P32121-4;Q68DZ5;K7EL17	4;4;4;4;4;3;2;1;1	4;4;4;4;4;3;2;1;1	4;4;4;4;4;3;2;1;1	Beta-arrestin-2	ARRB2;DKFZp686L0365	9	4	4	4
P32321-2;P32321;D6RBJ9;D6RAR9;D6RC36;D6R9S0;D6RBN2	P32321-2;P32321;D6RBJ9	5;4;3;1;1;1;1	5;4;3;1;1;1;1	4;3;2;0;0;0;0	Deoxycytidylate deaminase	DCTD	7	5	5	4
P32322;E2QRB3;P32322-2;P32322-3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3QL23;J3QR88;J3QKT4;J3KTA8;J3QKT3;J3QRZ0;J3KSA9	P32322;E2QRB3;P32322-2;P32322-3;J3QL24;J3KQ22;J3QLK9;J3QL32;J3QL23	12;11;11;11;8;8;7;7;6;5;5;4;4;4;3	12;11;11;11;8;8;7;7;6;5;5;4;4;4;3	11;10;10;10;8;8;7;7;6;5;4;4;4;4;3	Pyrroline-5-carboxylate reductase 1, mitochondrial;Pyrroline-5-carboxylate reductase	PYCR1	15	12	12	11
P32455;H3BNS1;Q9H0R5-4;Q9H0R5	P32455	9;1;1;1	9;1;1;1	9;1;1;1	Interferon-induced guanylate-binding protein 1	GBP1	4	9	9	9
P32929;P32929-3;P32929-2	P32929;P32929-3;P32929-2	6;6;5	6;6;5	6;6;5	Cystathionine gamma-lyase	CTH	3	6	6	6
P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7;H0Y9R4;H0Y9V9	P32969;D6RAN4;E7ESE0;A0A2R8Y5Y7	15;14;12;11;5;5	15;14;12;11;5;5	15;14;12;11;5;5	60S ribosomal protein L9	RPL9	6	15	15	15
P33176	P33176	84	84	63	Kinesin-1 heavy chain	KIF5B	1	84	84	63
P33240-2;P33240;E7EWR4;E9PID8;A0A0A0MT56	P33240-2;P33240;E7EWR4;E9PID8	17;17;16;15;6	17;17;16;15;6	11;11;10;9;3	Cleavage stimulation factor subunit 2	CSTF2	5	17	17	11
P33316-2;H0YNW5;P33316;H0YNJ9;H0YKC5;A0A0C4DGL3;H0YMM5;H0YKI0;H0YMP1	P33316-2;H0YNW5;P33316;H0YNJ9;H0YKC5;A0A0C4DGL3;H0YMM5;H0YKI0	13;11;11;10;10;9;8;8;4	13;11;11;10;10;9;8;8;4	13;11;11;10;10;9;8;8;4	Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial	DUT	9	13	13	13
P33991;A0A3B3IT92;A0A3B3IU45;A0A3B3IS57;A0A3B3ITP6;E5RG31;A0A3B3IRR8;E5RFR3;E5RG53;A0A3B3ISC1;A0A3B3IS88;Q9UJA3-2;Q9UJA3-3;Q9UJA3;Q9UJA3-4	P33991;A0A3B3IT92;A0A3B3IU45;A0A3B3IS57;A0A3B3ITP6;E5RG31	74;72;71;65;56;55;14;5;3;1;1;1;1;1;1	74;72;71;65;56;55;14;5;3;1;1;1;1;1;1	74;72;71;65;56;55;14;5;3;1;1;1;1;1;1	DNA replication licensing factor MCM4	MCM4	15	74	74	74
P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7	P33992;B1AHB1	50;48;11;8;3	50;48;11;8;3	50;48;11;8;3	DNA replication licensing factor MCM5;DNA helicase	MCM5	5	50	50	50
P33993;P33993-3;P33993-2;C9J8M6	P33993;P33993-3;P33993-2	78;53;44;20	78;53;44;20	78;53;44;20	DNA replication licensing factor MCM7	MCM7	4	78	78	78
P34896-2;P34896;P34896-3;P34896-4;J3KRZ5;J3KRK5;A0A087WTD8	P34896-2;P34896;P34896-3;P34896-4	26;26;24;15;11;6;2	25;25;23;14;11;6;2	25;25;23;14;11;6;2	Serine hydroxymethyltransferase, cytosolic	SHMT1	7	26	25	25
P34897;P34897-3;P34897-2;H0YIZ0;G3V2Y4;G3V5L0;G3V4W5;G3V540;G3V2E4;G3V2W0;G3V4X0;G3V4T0;G3V3Y8;G3V241;G3V3C6;G3V2Y1;G3V2D2	P34897;P34897-3;P34897-2;H0YIZ0	65;64;60;36;30;21;18;15;12;12;11;11;11;11;3;2;2	65;64;60;36;30;21;18;15;12;12;11;11;11;11;3;2;2	64;63;59;36;29;20;17;14;12;12;11;11;11;11;3;2;1	Serine hydroxymethyltransferase, mitochondrial;Serine hydroxymethyltransferase	SHMT2	17	65	65	64
Q53FA3;P34931	Q53FA3;P34931	16;16	2;2	2;2	Heat shock 70 kDa protein 1-like	HSPA1L	2	16	2	2
P34932;A0A087WYC1;A0A087WTS8;P34932-2	P34932;A0A087WYC1;A0A087WTS8	95;74;51;14	95;74;51;14	89;68;47;14	Heat shock 70 kDa protein 4	HSPA4	4	95	95	89
P35221;P35221-2;G3XAM7;P35221-3;E5RIB1;E5RGY7;E5RJ41;E5RFM3;A0A0A0MTJ6;E5RHV7;E5RGY6;E5RG03;A0A0A0MRI5;E5RJL0;E5RIE0;P26232-2;P26232-5;P26232-3;P26232-6;P26232-4;P26232	P35221;P35221-2;G3XAM7;P35221-3	8;8;6;5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8;8;6;5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1	8;8;6;5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Catenin alpha-1	CTNNA1	21	8	8	8
P35232;E9PCW0;C9JW96;C9JZ20;E7ESE2;D6RBK0;P35232-2	P35232;E9PCW0;C9JW96;C9JZ20;E7ESE2	11;9;9;7;7;5;5	11;9;9;7;7;5;5	11;9;9;7;7;5;5	Prohibitin	PHB	7	11	11	11
P35240;P35240-4;P35240-6;P35240-5;P35240-8;P35240-3;P35240-2;P35240-7;P35240-9;P35240-10	P35240;P35240-4;P35240-6;P35240-5;P35240-8;P35240-3;P35240-2;P35240-7	5;4;4;4;4;4;4;3;2;2	5;4;4;4;4;4;4;3;2;2	5;4;4;4;4;4;4;3;2;2	Merlin	NF2	10	5	5	5
P35241;A0A2R8Y5S7;P35241-5;A0A2R8Y7M3;P35241-4;P35241-2;P35241-3;E9PNV3;A0A2R8Y5P0;E9PQ82;A0A2R8Y4H6;E9PKN5;E9PNP4	P35241;A0A2R8Y5S7;P35241-5;A0A2R8Y7M3;P35241-4	50;48;48;43;38;17;12;9;8;7;6;1;1	24;22;22;17;20;17;6;3;3;1;6;1;0	24;22;22;17;20;17;6;3;3;1;6;1;0	Radixin	RDX	13	50	24	24
P35244;B5MC59	P35244;B5MC59	10;5	10;5	10;5	Replication protein A 14 kDa subunit	RPA3	2	10	10	10
P35250;P35250-2;A0A087WVY3;H7C5P4;H7C5S7;H7C5P1;H7C5Q7;F8WC37;H7C5A0;H7C5G4	P35250;P35250-2;A0A087WVY3	9;7;5;4;1;1;1;1;1;1	9;7;5;4;1;1;1;1;1;1	9;7;5;4;1;1;1;1;1;1	Replication factor C subunit 2	RFC2	10	9	9	9
P35251-2;P35251;A0A1W2PP02;H0Y9P8;H0Y8U4	P35251-2;P35251	13;13;5;1;1	13;13;5;1;1	13;13;5;1;1	Replication factor C subunit 1	RFC1	5	13	13	13
P35268;K7ERI7;K7EMH1;K7ELC4;K7EP65;K7EKS7;K7EJT5	P35268;K7ERI7;K7EMH1;K7ELC4	8;7;6;5;3;3;1	8;7;6;5;3;3;1	6;5;4;3;3;3;1	60S ribosomal protein L22	RPL22	7	8	8	6
P35269;M0QXD6;M0R0R9;M0R0Z3	P35269;M0QXD6	24;19;11;9	24;19;11;9	24;19;11;9	General transcription factor IIF subunit 1	GTF2F1	4	24	24	24
P35573;P35573-2;P35573-3;A0A1C7CYW1	P35573;P35573-2;P35573-3	29;27;27;1	29;27;27;1	29;27;27;1	Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase	AGL	4	29	29	29
P35579;Q5BKV1;B1AH99;A0A2R8Y4C3;A0A2R8Y454;REV__S4R3H4;REV__E7EQT4;REV__Q9UKV3-5;REV__Q9UKV3	P35579	264;23;13;4;1;1;1;1;1	264;23;13;4;1;1;1;1;1	94;15;11;0;0;0;0;0;0	Myosin-9	MYH9	9	264	264	94
P35580;P35580-3;P35580-5;P35580-2;P35580-4;E7ERA5	P35580;P35580-3;P35580-5;P35580-2;P35580-4	182;182;179;179;179;17	161;161;158;158;158;14	152;152;149;149;149;14	Myosin-10	MYH10	6	182	161	152
P35606;P35606-2;D6R997;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0YAC7;H0Y938	P35606;P35606-2	19;18;3;2;2;2;2;2;2	19;18;3;2;2;2;2;2;2	19;18;3;2;2;2;2;2;2	Coatomer subunit beta	COPB2	9	19	19	19
P35611-3;P35611;E7EV99;P35611-2;P35611-6;E7ENY0;P35611-4;H0Y9H2;P35611-5;A0A0A0MSR2;D6RF25;D6RAH3;D6RJE2;H0YFD8;P35612;P35612-3;P35612-2;P35612-9;P35612-4;P35612-8;H0YG19	P35611-3;P35611;E7EV99;P35611-2;P35611-6;E7ENY0;P35611-4;H0Y9H2;P35611-5	18;18;16;16;16;16;15;11;9;7;5;4;4;3;3;1;1;1;1;1;1	18;18;16;16;16;16;15;11;9;7;5;4;4;3;3;1;1;1;1;1;1	16;16;16;16;16;16;15;11;9;7;5;4;4;3;1;1;1;1;1;1;1	Alpha-adducin	ADD1	21	18	18	16
P35658-2;P35658-4;P35658;P35658-3;P35658-5;A0A0A0MSW3;H0YF36;H0YDS4;E9PKD2;B7ZAV2;H0Y837	P35658-2;P35658-4;P35658;P35658-3;P35658-5;A0A0A0MSW3	23;23;23;23;21;15;5;3;2;2;2	23;23;23;23;21;15;5;3;2;2;2	23;23;23;23;21;15;5;3;2;2;2	Nuclear pore complex protein Nup214	NUP214	11	23	23	23
