Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
P43403;P43403-3;P43403-2;P43405-2;P43405	P43403;P43403-3	38;26;18;1;1	38;26;18;1;1	37;25;17;0;0	Tyrosine-protein kinase ZAP-70	ZAP70	5	38	38	37
P43487-2;P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6;C9JDM3;C9JIC6	P43487-2;P43487;F6WQW2;C9JJ34;C9JXG8;C9JGV6	9;9;8;7;6;6;4;2	9;9;8;7;6;6;4;2	9;9;8;7;6;6;4;2	Ran-specific GTPase-activating protein	RANBP1	8	9	9	9
P43490;A0A0C4DFS8;C9JF35;C9JG65	P43490;A0A0C4DFS8	27;17;3;3	27;17;3;3	27;17;3;3	Nicotinamide phosphoribosyltransferase	NAMPT	4	27	27	27
P43686;P43686-2	P43686;P43686-2	43;38	43;38	43;38	26S protease regulatory subunit 6B	PSMC4	2	43	43	43
P45954;P45954-2	P45954;P45954-2	9;8	9;8	9;8	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	ACADSB	2	9	9	9
P45973;F8VNY3	P45973	5;2	5;2	5;2	Chromobox protein homolog 5	CBX5	2	5	5	5
P45974;P45974-2;F5H571	P45974;P45974-2	50;50;5	50;50;5	47;47;5	Ubiquitin carboxyl-terminal hydrolase 5	USP5	3	50	50	47
P46013;P46013-2	P46013;P46013-2	23;18	23;18	23;18	Antigen KI-67	MKI67	2	23	23	23
P46019	P46019	10	10	10	Phosphorylase b kinase regulatory subunit alpha, liver isoform	PHKA2	1	10	10	10
P46060;H0Y4Q3;B0QYT5;B0QYT4;B0QYT6	P46060	36;17;5;5;3	36;17;5;5;3	36;17;5;5;3	Ran GTPase-activating protein 1	RANGAP1	5	36	36	36
P46063	P46063	6	6	6	ATP-dependent DNA helicase Q1	RECQL	1	6	6	6
P46087;P46087-4;P46087-2;P46087-3;F5GYR3;F5GWB7;F5H709;F5H5X6;F5H359;F5H8G6	P46087;P46087-4;P46087-2;P46087-3	26;26;25;18;6;4;4;4;2;2	26;26;25;18;6;4;4;4;2;2	26;26;25;18;6;4;4;4;2;2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	NOP2	10	26	26	26
P46100-2;P46100-5;P46100-3;P46100-4;P46100;A0A096LNW1;A0A096LNL9;P46100-6;A0A096LNN3;A0A096LNX6	P46100-2;P46100-5;P46100-3;P46100-4;P46100;A0A096LNW1;A0A096LNL9;P46100-6	5;5;5;5;5;3;3;3;2;1	5;5;5;5;5;3;3;3;2;1	5;5;5;5;5;3;3;3;2;1	Transcriptional regulator ATRX	ATRX	10	5	5	5
P46109	P46109	10	10	10	Crk-like protein	CRKL	1	10	10	10
P46531	P46531	2	2	2	Neurogenic locus notch homolog protein 1;Notch 1 extracellular truncation;Notch 1 intracellular domain	NOTCH1	1	2	2	2
P46736-2;P46736-3;A0A087WZR3;P46736;H9KVA9;A0A0D9SF50;X6RJS7;P46736-4;P46736-5;A0A0A0MS96	P46736-2;P46736-3;A0A087WZR3;P46736;H9KVA9;A0A0D9SF50;X6RJS7;P46736-4	12;12;11;11;10;10;7;7;5;2	12;12;11;11;10;10;7;7;5;2	12;12;11;11;10;10;7;7;5;2	Lys-63-specific deubiquitinase BRCC36	BRCC3	10	12	12	12
P46776;E9PJD9;E9PLX7;E9PLL6	P46776;E9PJD9;E9PLX7;E9PLL6	12;11;8;6	12;11;8;6	12;11;8;6	60S ribosomal protein L27a	RPL27A	4	12	12	12
P46777;A0A2R8Y6J3;Q5T7N0;A0A2R8Y4A2;R4GNJ2	P46777;A0A2R8Y6J3	22;21;7;4;1	22;21;7;4;1	22;21;7;4;1	60S ribosomal protein L5	RPL5	5	22	22	22
P46778;M0R181;G3V1B3;M0R3I5	P46778;M0R181	18;9;8;2	18;9;8;2	18;9;8;2	60S ribosomal protein L21	RPL21	4	18	18	18
P46779;H0YKD8;P46779-2;H0YMF4;P46779-4;P46779-5;H0YLP6	P46779;H0YKD8;P46779-2;H0YMF4;P46779-4;P46779-5;H0YLP6	14;13;13;11;11;11;7	14;13;13;11;11;11;7	1;0;0;0;0;0;0	60S ribosomal protein L28	RPL28	7	14	14	1
P46783;Q9NQ39	P46783;Q9NQ39	14;7	14;7	3;2	40S ribosomal protein S10;Putative 40S ribosomal protein S10-like	RPS10;RPS10P5	2	14	14	3
P46926;D6RAY7;D6R9P4;D6RFF8;D6RB13;D6R917;P46926-2	P46926;D6RAY7;D6R9P4;D6RFF8;D6RB13;D6R917;P46926-2	12;11;11;11;8;6;6	12;11;11;11;8;6;6	11;10;10;10;7;5;6	Glucosamine-6-phosphate isomerase 1;Glucosamine-6-phosphate isomerase	GNPDA1	7	12	12	11
P46934-4;H0Y8X6;P46934-2;P46934;P46934-3;A0A3B3IUC1;H0Y8H4;K7ERN1	P46934-4;H0Y8X6;P46934-2;P46934;P46934-3	20;14;14;14;12;3;1;1	20;14;14;14;12;3;1;1	16;12;12;12;10;3;0;0	E3 ubiquitin-protein ligase NEDD4	NEDD4	8	20	20	16
P46940;H0YLE8;A0A0J9YXZ5;A0A087X225;A0A087WWP1	P46940;H0YLE8;A0A0J9YXZ5	83;66;61;4;1	83;66;61;4;1	81;64;59;4;1	Ras GTPase-activating-like protein IQGAP1	IQGAP1	5	83	83	81
P46976-2;P46976;C9JQ42;G5E9W8;P46976-3;C9J8R8;C9J7C7	P46976-2;P46976;C9JQ42;G5E9W8;P46976-3	10;10;8;7;7;2;2	10;10;8;7;7;2;2	10;10;8;7;7;2;2	Glycogenin-1	GYG1	7	10	10	10
P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2	P47755;F8W9N7;A0A0D9SET8	17;10;9;8;8	12;9;8;7;7	12;9;8;7;7	F-actin-capping protein subunit alpha-2	CAPZA2	5	17	12	12
P47756-2;B1AK87;B1AK88;P47756;B1AK85	P47756-2;B1AK87;B1AK88;P47756;B1AK85	32;30;30;28;20	32;30;30;28;20	32;30;30;28;20	F-actin-capping protein subunit beta	CAPZB	5	32	32	32
P47813;X6RAC9	P47813;X6RAC9	6;5	6;5	2;2	Eukaryotic translation initiation factor 1A, X-chromosomal	EIF1AX	2	6	6	2
P47897;P47897-2;A0A1B0GVU9;B4DDN1;C9J165;A0A0U1RQT0;H7C0R3;A0A0U1RQM8;A0A0U1RQE9;A0A0U1RQU2;A0A0U1RR66;A0A0U1RRI9;A0A0U1RQQ5;A0A1B0GTT3;F2Z2V6;A0A0U1RQX5;A0A0U1RQL2;A0A0U1RQJ6;A0A0U1RRC8;A0A0U1RQC3;A0A0U1RQX9;A0A0U1RRJ7;A0A0U1RR79	P47897;P47897-2;A0A1B0GVU9;B4DDN1	49;45;39;35;21;20;15;14;13;13;10;10;10;9;8;7;7;5;5;5;4;1;1	49;45;39;35;21;20;15;14;13;13;10;10;10;9;8;7;7;5;5;5;4;1;1	49;45;39;35;21;20;15;14;13;13;10;10;10;9;8;7;7;5;5;5;4;1;1	Glutamine--tRNA ligase	QARS	23	49	49	49
P47974;G3V2D5;G3V2P5;Q07352	P47974	6;1;1;1	6;1;1;1	6;1;1;1	Zinc finger protein 36, C3H1 type-like 2	ZFP36L2	4	6	6	6
P48047	P48047	4	4	1	ATP synthase subunit O, mitochondrial	ATP5O	1	4	4	1
P48147;H0Y5Y0	P48147	21;1	21;1	21;1	Prolyl endopeptidase	PREP	2	21	21	21
P48200;P48200-2;H0YNL8;H0YLE0;H0YMA8;H0YL48;H0YN46	P48200;P48200-2;H0YNL8	16;10;9;4;1;1;1	16;10;9;4;1;1;1	16;10;9;4;1;1;1	Iron-responsive element-binding protein 2	IREB2	7	16	16	16
P48426;P48426-2;H7BXS3;S4R320	P48426;P48426-2	15;14;7;4	15;14;7;4	8;7;3;2	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha	PIP4K2A	4	15	15	8
P48444;B0YIW6;P48444-2;Q6P1Q5;E9PK34	P48444;B0YIW6;P48444-2	32;31;23;11;3	32;31;23;11;3	32;31;23;11;3	Coatomer subunit delta	ARCN1	5	32	32	32
P48454-2;P48454;P48454-3;H0YB02;G3V111	P48454-2;P48454;P48454-3;H0YB02;G3V111	6;6;6;3;3	3;3;3;2;2	3;3;3;2;2	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform;Serine/threonine-protein phosphatase	PPP3CC	5	6	3	3
P48506;B4E2I4;A0A2R8YEL6;E1CEI4;A0A0C4DGB2;A0A2R8Y648;D6RGF8	P48506;B4E2I4;A0A2R8YEL6;E1CEI4;A0A0C4DGB2	26;25;23;22;14;11;1	26;25;23;22;14;11;1	26;25;23;22;14;11;1	Glutamate--cysteine ligase catalytic subunit	GCLC	7	26	26	26
P48507;P48507-2	P48507;P48507-2	8;5	8;5	8;5	Glutamate--cysteine ligase regulatory subunit	GCLM	2	8	8	8
P48553;A0A096LPH7;F8WE24;P48553-2	P48553;A0A096LPH7	8;5;1;1	8;5;1;1	8;5;1;1	Trafficking protein particle complex subunit 10	TRAPPC10;LOC102724200	4	8	8	8
P48634;P48634-2;P48634-3;P48634-4	P48634;P48634-2;P48634-3;P48634-4	20;17;17;11	20;17;17;11	20;17;17;11	Protein PRRC2A	PRRC2A	4	20	20	20
P48637;A0A2R8Y430;A0A2R8Y5T7;P48637-2;A0A2R8Y6Q7;A0A2R8YF34;A0A2R8Y7I7;A0A2R8Y790;A0A2R8Y446;A0A0S2Z4J7;A0A2R8Y2X9;A0A2R8Y6Y6;A0A2R8Y4V9;A0A2R8Y2F2	P48637;A0A2R8Y430;A0A2R8Y5T7;P48637-2	39;35;30;28;13;10;10;6;6;6;5;5;5;3	39;35;30;28;13;10;10;6;6;6;5;5;5;3	39;35;30;28;13;10;10;6;6;6;5;5;5;3	Glutathione synthetase	GSS	14	39	39	39
P48643;E7ENZ3;B7ZAR1;E9PCA1;P48643-2;H0Y914;D6RIZ7	P48643;E7ENZ3;B7ZAR1;E9PCA1;P48643-2	75;68;68;68;61;5;4	75;68;68;68;61;5;4	75;68;68;68;61;5;4	T-complex protein 1 subunit epsilon	CCT5	7	75	75	75
P48729;P48729-2;P48729-3;U3KPX3;H0Y9X2;U3KQK7;E5RG27;D6RGE5;U3KQ83;Q8N752	P48729;P48729-2;P48729-3;U3KPX3;H0Y9X2;U3KQK7	6;6;5;3;3;3;2;2;2;2	6;6;5;3;3;3;2;2;2;2	3;3;2;1;1;1;2;2;1;1	Casein kinase I isoform alpha	CSNK1A1	10	6	6	3
P48735;P48735-2;H0YL11	P48735;P48735-2	9;9;4	8;8;4	8;8;4	Isocitrate dehydrogenase [NADP], mitochondrial	IDH2	3	9	8	8
P49005;A0A087WWF6;F8W8R3;C9IZD2;C9J8Z7;C9JLE1;C9JHC7;H7C1B3	P49005;A0A087WWF6;F8W8R3;C9IZD2;C9J8Z7;C9JLE1	14;13;12;9;9;9;5;1	14;13;12;9;9;9;5;1	14;13;12;9;9;9;5;1	DNA polymerase delta subunit 2	POLD2	8	14	14	14
P49006	P49006	7	7	7	MARCKS-related protein	MARCKSL1	1	7	7	7
P49137;P49137-2	P49137;P49137-2	12;8	10;6	10;6	MAP kinase-activated protein kinase 2	MAPKAPK2	2	12	10	10
P49189;P49189-2	P49189;P49189-2	29;20	29;20	3;0	4-trimethylaminobutyraldehyde dehydrogenase	ALDH9A1	2	29	29	3
P49189-3	P49189-3	28	2	2	4-trimethylaminobutyraldehyde dehydrogenase	ALDH9A1	1	28	2	2
P49207	P49207	8	8	8	60S ribosomal protein L34	RPL34	1	8	8	8
P49247	P49247	8	8	8	Ribose-5-phosphate isomerase	RPIA	1	8	8	8
P49257	P49257	6	6	6	Protein ERGIC-53	LMAN1	1	6	6	6
P49321;P49321-3;P49321-2;Q5T624;H0YF33;H0YDS9;E9PI86;E9PPQ8	P49321;P49321-3;P49321-2;Q5T624	41;41;30;24;18;16;11;7	41;41;30;24;18;16;11;7	4;4;4;1;0;0;4;4	Nuclear autoantigenic sperm protein	NASP	8	41	41	4
P49321-4;E9PRH9;E9PNB5;E9PQG5;E9PKR5	P49321-4	35;15;2;1;1	1;1;1;1;1	0;0;0;0;0	Nuclear autoantigenic sperm protein	NASP	5	35	1	0
P49327;A0A0U1RQF0;A0A0U1RRG3;A0A1B0GTR5;J3KTF0	P49327;A0A0U1RQF0	126;124;10;1;1	126;124;10;1;1	126;124;10;1;1	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	FASN	5	126	126	126
P49354;E9PQP6;P49354-2;B3KVN2;H0YCW1;E9PPM9	P49354;E9PQP6;P49354-2;B3KVN2;H0YCW1	11;10;9;8;6;2	11;10;9;8;6;2	11;10;9;8;6;2	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA	6	11	11	11
P49356	P49356	7	2	2	Protein farnesyltransferase subunit beta	FNTB	1	7	2	2
P49366;P49366-2;A0A087WZK0;Q5J8M5;P49366-3;M0R253;M0QX43;A0A3B3IU31;B4E3M2;M0R1T4;M0R264;M0R1T2;M0R0V2;M0R0J4;M0QYZ7;M0QXT2	P49366;P49366-2;A0A087WZK0;Q5J8M5;P49366-3;M0R253;M0QX43;A0A3B3IU31;B4E3M2	21;18;16;14;12;11;11;11;11;6;5;3;3;2;2;1	21;18;16;14;12;11;11;11;11;6;5;3;3;2;2;1	21;18;16;14;12;11;11;11;11;6;5;3;3;2;2;1	Deoxyhypusine synthase	DHPS	16	21	21	21
P49368;B4DUR8;P49368-2;E9PRC8;Q5SZX6;E9PQ35;E9PM09;Q5SZW8;Q5SZX9	P49368;B4DUR8;P49368-2	69;62;62;28;27;16;15;14;13	69;62;62;28;27;16;15;14;13	69;62;62;28;27;16;15;14;13	T-complex protein 1 subunit gamma	CCT3	9	69	69	69
P49406;S4R3W9;A0A0A0MRF4;S4R455;H7C2J0	P49406;S4R3W9;A0A0A0MRF4	10;6;6;2;1	10;6;6;2;1	10;6;6;2;1	39S ribosomal protein L19, mitochondrial	MRPL19	5	10	10	10
P49407-2;P49407;E9PM35;H0YET9	P49407-2;P49407;E9PM35	5;5;4;1	5;5;4;1	4;4;3;1	Beta-arrestin-1	ARRB1	4	5	5	4
P49411;H3BNU3	P49411	41;3	41;3	41;3	Elongation factor Tu, mitochondrial	TUFM	2	41	41	41
P49454;A0A087WTY4	P49454	49;2	49;2	49;2	Centromere protein F	CENPF	2	49	49	49
P49458;E9PE20;P49458-2	P49458;E9PE20;P49458-2	12;6;6	12;6;6	12;6;6	Signal recognition particle 9 kDa protein	SRP9	3	12	12	12
P49588;P49588-2;H3BPK7	P49588;P49588-2	76;73;26	76;73;26	76;73;26	Alanine--tRNA ligase, cytoplasmic	AARS	3	76	76	76
P49589-3;P49589;B4DKY1;P49589-2;E9PRS8;E9PLP0;C9JLN0	P49589-3;P49589;B4DKY1;P49589-2	50;47;46;46;6;6;3	50;47;46;46;6;6;3	50;47;46;46;6;6;3	Cysteine--tRNA ligase, cytoplasmic	CARS	7	50	50	50
P49591;Q5T5C7	P49591;Q5T5C7	40;38	40;38	40;38	Serine--tRNA ligase, cytoplasmic	SARS	2	40	40	40
P49593;P49593-2;A8MX49;B5MCT7;C9J2F3;C9JL74	P49593;P49593-2;A8MX49;B5MCT7	16;14;13;12;6;2	16;14;13;12;6;2	16;14;13;12;6;2	Protein phosphatase 1F	PPM1F	6	16	16	16
P49642;F8VNY2;A0A3B3ITS8;F8VSB2	P49642;F8VNY2	22;15;8;5	22;15;8;5	18;14;4;5	DNA primase small subunit;DNA primase	PRIM1	4	22	22	18
P49643;P49643-2;A0A096LP51	P49643	19;6;3	19;6;3	19;6;3	DNA primase large subunit	PRIM2	3	19	19	19
P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2	P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2	20;17;17;17	20;17;17;17	20;17;17;17	Proteasome subunit beta type-3	PSMB3	4	20	20	20
P49721;A0A087WVV1	P49721	17;6	17;6	17;6	Proteasome subunit beta type-2	PSMB2	2	17	17	17
P49736;H0Y8E6;F8WDM3;C9JZ21;C9J013;H7C4N9	P49736;H0Y8E6	87;75;7;5;4;2	87;75;7;5;4;2	87;75;7;5;4;2	DNA replication licensing factor MCM2	MCM2	6	87	87	87
P49748-2;P49748;P49748-3;K7EJW8;K7EQP4;G3V1M7	P49748-2;P49748;P49748-3	3;3;3;1;1;1	3;3;3;1;1;1	3;3;3;1;1;1	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	ACADVL	6	3	3	3
P49750-1;P49750;P49750-3;H0YIQ2;F8VU51;H0YI23;U3KQT9	P49750-1;P49750;P49750-3;H0YIQ2;F8VU51	27;27;26;21;17;8;1	27;27;26;21;17;8;1	27;27;26;21;17;8;1	YLP motif-containing protein 1	YLPM1	7	27	27	27
P49755;G3V2K7	P49755;G3V2K7	10;5	10;5	10;5	Transmembrane emp24 domain-containing protein 10	TMED10	2	10	10	10
P49756;P49756-2;P49756-3;E9PQU5;H0YE46	P49756	19;6;6;5;1	19;6;6;5;1	19;6;6;5;1	RNA-binding protein 25	RBM25	5	19	19	19
P49770;G3V5E5;H0YJJ8;H0YK01	P49770	13;6;5;3	13;6;5;3	13;6;5;3	Translation initiation factor eIF-2B subunit beta	EIF2B2	4	13	13	13
P49790;P49790-3;P49790-2	P49790;P49790-3;P49790-2	53;51;50	53;51;50	53;51;50	Nuclear pore complex protein Nup153	NUP153	3	53	53	53
P49792;F8VYC4;A0A286YES2;A0A1W2PNU4;P0DJD0;P0DJD1;F8WBP7	P49792	48;14;14;14;14;14;1	48;14;14;14;14;14;1	32;1;1;1;1;1;1	E3 SUMO-protein ligase RanBP2	RANBP2	7	48	48	32
P49840;A8MT37;M0QYV0	P49840;A8MT37	9;6;1	9;6;1	7;4;1	Glycogen synthase kinase-3 alpha	GSK3A	3	9	9	7
P49902;P49902-2;Q5JUV4;Q5JUV3;Q5JUV6;H0YHR8;S4R3E7;S4R3A6	P49902;P49902-2	19;18;9;5;4;2;1;1	19;18;9;5;4;2;1;1	19;18;9;5;4;2;1;1	Cytosolic purine 5-nucleotidase	NT5C2	8	19	19	19
P49903;P49903-2;P49903-4;P49903-3;Q5T5U6;Q5T5U7	P49903;P49903-2;P49903-4;P49903-3	7;5;5;5;3;1	7;5;5;5;3;1	7;5;5;5;3;1	Selenide, water dikinase 1	SEPHS1	6	7	7	7
P49915;P49915-2	P49915;P49915-2	23;22	23;22	23;22	GMP synthase [glutamine-hydrolyzing]	GMPS	2	23	23	23
P49916;P49916-3;P49916-2;P49916-4;K7ERZ5;K7EQB6;K7EJR4;K7ENR9	P49916;P49916-3;P49916-2;P49916-4;K7ERZ5	13;12;12;11;7;3;1;1	13;12;12;11;7;3;1;1	13;12;12;11;7;3;1;1	DNA ligase 3	LIG3	8	13	13	13
P50148;B1AM21	P50148;B1AM21	4;3	4;3	3;3	Guanine nucleotide-binding protein G(q) subunit alpha	GNAQ	2	4	4	3
P50213;H0YKD0;H0YLI6;H0YMU3;H0YL72;P50213-2;H0YM64	P50213;H0YKD0;H0YLI6;H0YMU3;H0YL72;P50213-2	9;7;7;6;6;5;4	9;7;7;6;6;5;4	9;7;7;6;6;5;4	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial	IDH3A	7	9	9	9
P50395;P50395-2;Q5SX91;Q5SX87	P50395;P50395-2;Q5SX91;Q5SX87	13;12;8;8	6;6;3;2	6;6;3;2	Rab GDP dissociation inhibitor beta	GDI2	4	13	6	6
P50402	P50402	2	2	1	Emerin	EMD	1	2	2	1
P50416-2;P50416	P50416-2;P50416	3;3	3;3	3;3	Carnitine O-palmitoyltransferase 1, liver isoform	CPT1A	2	3	3	3
P50452;P50452-3;C9JVA8;A0A1B0GU38;P50452-2;C9JTJ8;H7BXK7;A0A2R8Y6A7;A0A2R8YD12;A0A024QZX5;A0A087X1N8;P50453;P35237	P50452;P50452-3	9;6;3;3;3;2;2;1;1;1;1;1;1	9;6;3;3;3;2;2;1;1;1;1;1;1	9;6;3;3;3;2;2;1;1;1;1;1;1	Serpin B8	SERPINB8	13	9	9	9
P50502;H7C3I1;Q3KNR6;F6VDH7;Q8NFI4;Q8IZP2;F8WAQ7	P50502;H7C3I1;Q3KNR6;F6VDH7;Q8NFI4;Q8IZP2	21;17;14;12;12;11;1	21;17;14;12;12;11;1	21;17;14;12;12;11;1	Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4	ST13;ST13P5;ST13P4	7	21	21	21
P50542-3;P50542;P50542-4;B4E0T2;F5H3X7;F5H432;F5GXX3;F5H205;F5H637;H0YGT8;F5GZ41;F5H0L9;F5GYB4	P50542-3;P50542;P50542-4;B4E0T2;F5H3X7	10;10;10;9;5;4;4;4;4;1;1;1;1	1;1;1;1;1;0;0;0;0;0;0;0;0	1;1;1;1;1;0;0;0;0;0;0;0;0	Peroxisomal targeting signal 1 receptor	PEX5	13	10	1	1
P50542-2;J3KPV0;F5H5C0	P50542-2;J3KPV0;F5H5C0	11;7;6	11;7;6	2;2;2	Peroxisomal targeting signal 1 receptor	PEX5	3	11	11	2
P50548-2;P50548	P50548-2;P50548	2;2	2;2	2;2	ETS domain-containing transcription factor ERF	ERF	2	2	2	2
P50552;K7EM16;K7ENL7;K7ENR7;K7EIG8;K7EQD0	P50552	14;6;5;4;2;1	14;6;5;4;2;1	14;6;5;4;2;1	Vasodilator-stimulated phosphoprotein	VASP	6	14	14	14
P50570-2;P50570-5;P50570;K7EPK9;K7ENE7	P50570-2;P50570-5;P50570	40;40;40;4;1	1;1;1;0;0	1;1;1;0;0	Dynamin-2	DNM2	5	40	1	1
P50570-3;P50570-4;K7EMQ3;E5RHK8;Q9UQ16-5;E5RIK2	P50570-3;P50570-4	40;40;17;14;13;11	40;40;17;14;13;11	0;0;0;0;0;0	Dynamin-2	DNM2	6	40	40	0
P50579;G3V1U3;P50579-3;F8VSC4	P50579;G3V1U3;P50579-3	10;8;8;3	10;8;8;3	2;2;2;2	Methionine aminopeptidase 2	METAP2	4	10	10	2
P50747	P50747	5	5	5	Biotin--protein ligase;Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase;Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;Biotin--[acetyl-CoA-carboxylase] ligase	HLCS	1	5	5	5
P50748;P50748-2;F5H5V0;E7ES84	P50748	7;2;1;1	7;2;1;1	7;2;1;1	Kinetochore-associated protein 1	KNTC1	4	7	7	7
P50749;P50749-2;Q9H2L5-3;Q9H2L5;Q9H2L5-2	P50749;P50749-2	7;4;2;2;2	7;4;2;2;2	7;4;2;2;2	Ras association domain-containing protein 2	RASSF2	5	7	7	7
P50750-2;P50750;X6RE90	P50750-2;P50750	8;7;2	7;6;2	7;6;2	Cyclin-dependent kinase 9	CDK9	3	8	7	7
P50851-2;E9PEM5;P50851;H0YAC6;H0Y9N9;A0A3B3IU76;A0A3B3IS13;A0A3B3ISK3;H0YA17	P50851-2;E9PEM5;P50851;H0YAC6	27;26;26;15;4;4;3;2;1	27;26;26;15;4;4;3;2;1	27;26;26;15;4;4;3;2;1	Lipopolysaccharide-responsive and beige-like anchor protein	LRBA	9	27	27	27
P50990;P50990-2;P50990-3;H7C4C8;H7C2U0	P50990;P50990-2;P50990-3	74;68;55;36;9	74;68;55;36;9	74;68;55;36;9	T-complex protein 1 subunit theta	CCT8	5	74	74	74
P50991;P50991-2	P50991;P50991-2	66;60	66;60	66;60	T-complex protein 1 subunit delta	CCT4	2	66	66	66
P51114;B4DXZ6;P51114-3;P51114-2;E9PFF5;E7EU85;H7C4S4;C9JAJ4;C9JYQ6;C9JZE0;C9JY20	P51114;B4DXZ6;P51114-3;P51114-2;E9PFF5;E7EU85	21;20;17;16;13;12;5;3;1;1;1	21;20;17;16;13;12;5;3;1;1;1	18;17;14;13;10;9;5;3;1;1;1	Fragile X mental retardation syndrome-related protein 1	FXR1	11	21	21	18
P51116;I3L1Z2	P51116	12;1	9;1	9;1	Fragile X mental retardation syndrome-related protein 2	FXR2	2	12	9	9
P51148;P51148-2;K7ENY4;K7ERI8;K7ERQ8;F8VVK3;K7EIP6;F8VVZ0;F8VUA5;P20339-2;P20339	P51148;P51148-2;K7ENY4;K7ERI8;K7ERQ8	8;8;5;4;4;2;1;1;1;1;1	8;8;5;4;4;2;1;1;1;1;1	7;7;4;3;3;1;1;0;0;0;0	Ras-related protein Rab-5C	RAB5C	11	8	8	7
P51398-2;P51398-3;P51398;V9GYJ9;V9GYL9;V9GZ03;V9GYA7;V9GY11;V9GYC9;V9GYW1;V9GZ61;V9GYJ3;V9GYF7	P51398-2;P51398-3;P51398;V9GYJ9;V9GYL9;V9GZ03;V9GYA7	13;13;13;11;9;8;7;6;5;5;4;4;2	13;13;13;11;9;8;7;6;5;5;4;4;2	13;13;13;11;9;8;7;6;5;5;4;4;2	28S ribosomal protein S29, mitochondrial	DAP3	13	13	13	13
P51553;E7EQB8;P51553-2;E9PF84;G5E9Q7	P51553;E7EQB8;P51553-2;E9PF84;G5E9Q7	9;8;8;7;6	9;8;8;7;6	5;4;4;3;2	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial	IDH3G	5	9	9	5
P51570;P51570-2;K7ERJ9	P51570;P51570-2	4;3;1	4;3;1	4;3;1	Galactokinase	GALK1	3	4	4	4
P51571;A6NLM8	P51571	3;1	3;1	3;1	Translocon-associated protein subunit delta	SSR4	2	3	3	3
P51572;P51572-2;C9JSP1;C9JQ75;C9J0M4;A0A2R8Y5M6;C9JMD7	P51572;P51572-2;C9JSP1;C9JQ75;C9J0M4;A0A2R8Y5M6	6;6;4;4;4;4;2	6;6;4;4;4;4;2	6;6;4;4;4;4;2	B-cell receptor-associated protein 31	BCAP31	7	6	6	6
P51610;P51610-2;H7C1C4	P51610;P51610-2	43;43;14	1;1;1	1;1;1	Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	HCFC1	3	43	1	1
P51665;H3BNT7;H3BTM8;H3BQV2	P51665;H3BNT7;H3BTM8	26;20;20;3	26;20;20;3	26;20;20;3	26S proteasome non-ATPase regulatory subunit 7	PSMD7	4	26	26	26
P51692;K7EM17;K7EK35;P42229-2;P42229	P51692	3;1;1;1;1	3;1;1;1;1	3;1;1;1;1	Signal transducer and activator of transcription 5B	STAT5B	5	3	3	3
P51790-4;P51790;A0A087WU31;A0A0A0MTB7;P51790-5;P51790-2;D6RIX3;D6RDZ6;E9PE15	P51790-4;P51790;A0A087WU31;A0A0A0MTB7;P51790-5;P51790-2	3;3;2;2;2;2;1;1;1	3;3;2;2;2;2;1;1;1	3;3;2;2;2;2;1;1;1	H(+)/Cl(-) exchange transporter 3;Chloride channel protein	CLCN3	9	3	3	3
P51798;H3BNG8;H0Y2M6;P51798-2	P51798;H3BNG8;H0Y2M6;P51798-2	2;1;1;1	2;1;1;1	2;1;1;1	H(+)/Cl(-) exchange transporter 7	CLCN7	4	2	2	2
