Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
P55072;C9IZA5;C9JUP7	P55072	65;11;9	65;11;9	65;11;9	Transitional endoplasmic reticulum ATPase	VCP	3	65	65	65
P55081	P55081	3	3	3	Microfibrillar-associated protein 1	MFAP1	1	3	3	3
P55084-2;P55084;F5GZQ3;B5MD38;C9JEY0;C9JE81;C9K0M0	P55084-2;P55084;F5GZQ3;B5MD38	21;21;18;14;6;6;3	21;21;18;14;6;6;3	21;21;18;14;6;6;3	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	HADHB	7	21	21	21
P55196-3	P55196-3	53	1	0	Afadin	MLLT4	1	53	1	0
P55210;A0A0A0MRL7;P55210-4;P55210-3;Q5SVL2	P55210;A0A0A0MRL7;P55210-4;P55210-3;Q5SVL2	8;7;7;7;6	8;7;7;7;6	5;5;5;5;3	Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	CASP7	5	8	8	5
P55212;D6RHU3;P55212-2;D6RBM3	P55212;D6RHU3	7;4;3;1	7;4;3;1	7;4;3;1	Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11	CASP6	4	7	7	7
P55263-2;P55263;P55263-3;P55263-4	P55263-2;P55263;P55263-3;P55263-4	19;19;17;16	19;19;17;16	19;19;17;16	Adenosine kinase	ADK	4	19	19	19
P55265-5;P55265;P55265-4;A0A3B3IRQ9;H0YCK3;P55265-3;P55265-2;A0A3B3ISX1;A0A3B3ITG9;A0A3B3ISU1	P55265-5;P55265;P55265-4;A0A3B3IRQ9;H0YCK3;P55265-3;P55265-2;A0A3B3ISX1	12;12;12;10;10;10;10;6;4;1	12;12;12;10;10;10;10;6;4;1	12;12;12;10;10;10;10;6;4;1	Double-stranded RNA-specific adenosine deaminase	ADAR	10	12	12	12
P55290-5;P55290;P55290-4	P55290-5;P55290;P55290-4	1;1;1	1;1;1	1;1;1	Cadherin-13	CDH13	3	1	1	1
P55327-2;P55327-4;P55327;P55327-7;P55327-5;P55327-6;P55327-3;E5RFR7;E5RK35	P55327-2;P55327-4;P55327;P55327-7;P55327-5;P55327-6;P55327-3	13;13;12;12;12;12;12;6;3	3;3;2;2;2;2;2;1;2	3;3;2;2;2;2;2;1;2	Tumor protein D52	TPD52	9	13	3	3
P55735;P55735-4;P55735-3;P55735-2;A8MXL6;E7ERC8	P55735;P55735-4;P55735-3;P55735-2;A8MXL6	13;12;12;11;10;4	13;12;12;11;10;4	13;12;12;11;10;4	Protein SEC13 homolog	SEC13	6	13	13	13
P55795	P55795	13	8	8	Heterogeneous nuclear ribonucleoprotein H2	HNRNPH2	1	13	8	8
P55809;E9PDW2;P55809-2;Q9BYC2	P55809;E9PDW2	22;14;7;1	22;14;7;1	22;14;7;1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	OXCT1	4	22	22	22
P55884;P55884-2;C9JZG1;C9JQN7	P55884;P55884-2	45;45;18;8	45;45;18;8	45;45;18;8	Eukaryotic translation initiation factor 3 subunit B	EIF3B	4	45	45	45
P55957;P55957-2;B2ZP78;P55957-3;P55957-4	P55957;P55957-2	7;6;3;3;2	7;6;3;3;2	7;6;3;3;2	BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11	BID	5	7	7	7
P56134-3;P56134;C9JJT5;C9JU26;P56134-4;P56134-2	P56134-3;P56134;C9JJT5;C9JU26;P56134-4;P56134-2	4;4;2;2;2;2	2;2;0;0;0;0	2;2;0;0;0;0	ATP synthase subunit f, mitochondrial	ATP5J2;ATP5J2-PTCD1	6	4	2	2
P56181-2	P56181-2	11	11	11	NA	NA	1	11	11	11
P56182;D6RE82	P56182	6;1	6;1	6;1	Ribosomal RNA processing protein 1 homolog A	RRP1	2	6	6	6
P56192;P56192-2;H0YHV5;F5H2V6;F8VS26;F8W0M7;F8W0S4;F8VZZ9;H0YIC2;H0YI94;F8VPL7;H0YHL6;H0YI27	P56192;P56192-2	39;26;10;6;4;4;4;4;3;3;1;1;1	39;26;10;6;4;4;4;4;3;3;1;1;1	31;26;10;6;4;4;4;4;3;0;1;0;0	Methionine--tRNA ligase, cytoplasmic	MARS	13	39	39	31
P56211;H3BQ52;H3BMD8;P56211-2;H3BTD3	P56211;H3BQ52;H3BMD8	8;4;4;3;1	7;3;3;2;0	7;3;3;2;0	cAMP-regulated phosphoprotein 19	ARPP19	5	8	7	7
P56270-2;I3L2Z5;A0A087WWR2;P56270-3;P56270;I3L0M3;H3BQI4;I3L411;I3L4Y2;H3BPU3;H3BQS2;P56270-4	P56270-2;I3L2Z5;A0A087WWR2;P56270-3;P56270;I3L0M3;H3BQI4	5;4;4;4;4;3;3;2;2;2;2;2	5;4;4;4;4;3;3;2;2;2;2;2	5;4;4;4;4;3;3;2;2;2;2;2	Myc-associated zinc finger protein	MAZ	12	5	5	5
P56277	P56277	5	5	5	Cx9C motif-containing protein 4	CMC4	1	5	5	5
P56282-3;P56282;P56282-2;U3KQ22	P56282-3;P56282;P56282-2	8;8;7;1	8;8;7;1	8;8;7;1	DNA polymerase epsilon subunit 2	POLE2	4	8	8	8
P56377;H7BZG6;H0Y673;F6SFB5;A6NH01;P56377-2	P56377;H7BZG6;H0Y673;F6SFB5;A6NH01;P56377-2	3;2;2;2;2;2	2;1;1;1;1;1	2;1;1;1;1;1	AP-1 complex subunit sigma-2	AP1S2	6	3	2	2
P56385	P56385	4	4	4	ATP synthase subunit e, mitochondrial	ATP5I	1	4	4	4
P56524;K7EJL6;C9J0X4;C9J481;P56524-2;Q9UQL6-2;Q9UQL6;Q9UQL6-3	P56524;K7EJL6;C9J0X4;C9J481;P56524-2;Q9UQL6-2;Q9UQL6;Q9UQL6-3	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1	Histone deacetylase 4;Histone deacetylase 5	HDAC4;HDAC5	8	2	2	2
P56537;P56537-2;B7ZBH1;A0A0U1RQV5;F8WD20;A0A0B4J1Y7;F8WDS6	P56537	9;4;3;2;1;1;1	9;4;3;2;1;1;1	9;4;3;2;1;1;1	Eukaryotic translation initiation factor 6	EIF6	7	9	9	9
Q5SQP8;P56545;P56545-3;P56545-2;A0A087WYL1	Q5SQP8;P56545;P56545-3;P56545-2	9;9;9;9;1	7;7;7;7;1	7;7;7;7;1	C-terminal-binding protein 2	CTBP2	5	9	7	7
P56589;Q7Z6V3	P56589	3;1	3;1	3;1	Peroxisomal biogenesis factor 3	PEX3	2	3	3	3
P56937-3;P56937-2;P56937;V9GYN3	P56937-3;P56937-2;P56937;V9GYN3	2;2;2;1	2;2;2;1	2;2;2;1	3-keto-steroid reductase	HSD17B7	4	2	2	2
P56962	P56962	2	2	2	Syntaxin-17	STX17	1	2	2	2
P57060	P57060	1	1	1	RWD domain-containing protein 2B	RWDD2B	1	1	1	1
P57076;D3DSE6;C9J818;F8VZ95;H7BZW1;C9JX57;H7C2R6;Q9NX33	P57076;D3DSE6;C9J818;F8VZ95;H7BZW1;C9JX57	11;8;8;8;8;6;5;4	11;8;8;8;8;6;5;4	11;8;8;8;8;6;5;4	UPF0769 protein C21orf59	C21orf59	8	11	11	11
P57081;P57081-2;P57081-3	P57081;P57081-2	11;11;4	11;11;4	11;11;4	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4	WDR4	3	11	11	11
P57088;D6RAA6;J3KN43;D6RBY2;H0Y8N0	P57088;D6RAA6	5;4;2;2;1	5;4;2;2;1	5;4;2;2;1	Transmembrane protein 33	TMEM33	5	5	5	5
P57740;P57740-3;P57740-2;G3V1T4	P57740;P57740-3;P57740-2	4;3;3;1	4;3;3;1	4;3;3;1	Nuclear pore complex protein Nup107	NUP107	4	4	4	4
P58004	P58004	4	4	4	Sestrin-2	SESN2	1	4	4	4
P58107;A0A075B730	P58107;A0A075B730	58;57	58;57	54;53	Epiplakin	EPPK1	2	58	58	54
P58546;C9JL85	P58546	9;4	9;4	9;4	Myotrophin	MTPN	2	9	9	9
P60059	P60059	2	2	2	Protein transport protein Sec61 subunit gamma	SEC61G	1	2	2	2
P60174-1;P60174;P60174-4;U3KPZ0;U3KQF3;U3KPS5	P60174-1;P60174;P60174-4	23;23;14;10;8;4	23;23;14;10;8;4	23;23;14;10;8;4	Triosephosphate isomerase	TPI1	6	23	23	23
P60228;E5RGA2;H0YBR5;H0YAW4;E5RHS5;E5RII3;H0YBP5;E5RIP5;E5RJ25	P60228;E5RGA2	26;19;10;8;8;4;3;2;2	26;19;10;8;8;4;3;2;2	21;17;5;8;8;4;3;2;2	Eukaryotic translation initiation factor 3 subunit E	EIF3E	9	26	26	21
P60468;S4R3B5	P60468;S4R3B5	2;1	2;1	2;1	Protein transport protein Sec61 subunit beta	SEC61B	2	2	2	2
P60510;H3BTA2;H3BV22;I3L4X0;H3BPN5;H3BVE3	P60510;H3BTA2;H3BV22	16;15;11;5;1;1	16;15;11;5;1;1	14;13;9;5;1;1	Serine/threonine-protein phosphatase 4 catalytic subunit;Serine/threonine-protein phosphatase	PPP4C	6	16	16	14
P60520;H3BSM5;H3BQ50	P60520;H3BSM5	10;8;4	10;8;4	8;6;4	Gamma-aminobutyric acid receptor-associated protein-like 2	GABARAPL2	3	10	10	8
P60602-2;P60602	P60602-2;P60602	1;1	1;1	1;1	Reactive oxygen species modulator 1	ROMO1	2	1	1	1
P60604-2;P60604	P60604-2;P60604	2;2	2;2	2;2	Ubiquitin-conjugating enzyme E2 G2	UBE2G2	2	2	2	2
P60660-2;G8JLA2;F8W1R7;G3V1V0;P60660;J3KND3;B7Z6Z4;F8VZU9;G3V1Y7;F8VPF3;F8W180;F8VXL3;H0YI43;F8W1I5;P14649	P60660-2;G8JLA2;F8W1R7;G3V1V0;P60660;J3KND3;B7Z6Z4;F8VZU9;G3V1Y7;F8VPF3;F8W180	10;9;8;8;8;7;7;6;6;6;6;3;2;2;2	10;9;8;8;8;7;7;6;6;6;6;3;2;2;2	10;9;8;8;8;7;7;6;6;6;6;3;2;2;2	Myosin light polypeptide 6	MYL6	15	10	10	10
P60709;A0A2R8Y793;E7EVS6;A0A2R8YGF8;G5E9R0;C9JUM1;C9JZR7;C9JTX5;P63267-2;A0A2R8YEA7;A0A2R8YFE2;Q9BYX7;F8WCH0	P60709;A0A2R8Y793	30;22;13;13;11;10;10;8;8;7;6;4;3	1;1;1;1;1;1;1;1;0;0;0;0;0	1;1;1;1;1;1;1;1;0;0;0;0;0	Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed	ACTB	13	30	1	1
P60763;J3KSC4;J3QLK0	P60763;J3KSC4;J3QLK0	8;6;6	2;2;2	2;2;2	Ras-related C3 botulinum toxin substrate 3	RAC3	3	8	2	2
P60842;J3KT12;P60842-2;J3QS69;J3QL43;J3KTB5;J3QR64;J3KSZ0;J3QLN6;J3KS25;J3QKZ9;J3KTN0;J3QL52;J3KS93;J3KT04;J3QQP0	P60842;J3KT12;P60842-2;J3QS69;J3QL43;J3KTB5	38;29;29;25;23;22;17;17;14;14;13;12;5;4;3;3	38;29;29;25;23;22;17;17;14;14;13;12;5;4;3;3	25;19;19;16;13;15;12;10;9;10;9;6;2;2;1;2	Eukaryotic initiation factor 4A-I	EIF4A1	16	38	38	25
P60866;P60866-2;E5RJX2;E5RIP1;G3XAN0	P60866;P60866-2;E5RJX2	5;5;3;2;2	5;5;3;2;2	5;5;3;2;2	40S ribosomal protein S20	RPS20	5	5	5	5
P60900;G3V295;G3V5Z7;P60900-2;P60900-3;G3V3I1;G3V3U4;H0YJC4;G3V4S5;G3V2S7	P60900;G3V295;G3V5Z7;P60900-2;P60900-3;G3V3I1	18;16;16;16;11;10;6;3;1;1	18;16;16;16;11;10;6;3;1;1	18;16;16;16;11;10;6;3;1;1	Proteasome subunit alpha type-6;Proteasome subunit alpha type	PSMA6	10	18	18	18
P60903	P60903	2	2	2	Protein S100-A10	S100A10	1	2	2	2
P60953;Q5JYX0;P60953-1;A0A3B3IRV0;F8WET9;B1AH79;G3V4H1;G3V476;Q9H4E5-2;P17081;Q9H4E5	P60953;Q5JYX0;P60953-1	8;6;6;1;1;1;1;1;1;1;1	7;5;5;0;0;0;0;0;0;0;0	7;5;5;0;0;0;0;0;0;0;0	Cell division control protein 42 homolog	CDC42	11	8	7	7
P60981;P60981-2;F6RFD5	P60981;P60981-2;F6RFD5	15;13;12	15;13;12	15;13;12	Destrin	DSTN	3	15	15	15
P61006;P61006-2	P61006;P61006-2	6;4	5;3	4;2	Ras-related protein Rab-8A	RAB8A	2	6	5	4
P61009	P61009	5	5	5	Signal peptidase complex subunit 3	SPCS3	1	5	5	5
P61011;P61011-2;G3V4F7;G3V480;G3V346;A0A0D9SFN7;G3V3L9	P61011;P61011-2;G3V4F7	21;19;17;4;1;1;1	21;19;17;4;1;1;1	21;19;17;4;1;1;1	Signal recognition particle 54 kDa protein	SRP54	7	21	21	21
P61019;P61019-2;E9PKL7;A0A3B3ITL1;H7C125;E9PE37;H0YD31;H0YDL5;Q6PIK3	P61019;P61019-2;E9PKL7;A0A3B3ITL1	12;9;8;6;4;3;3;1;1	12;9;8;6;4;3;3;1;1	6;6;3;0;3;0;0;0;0	Ras-related protein Rab-2A	RAB2A	9	12	12	6
P61020;F8VUA5;P61020-2	P61020;F8VUA5;P61020-2	6;4;4	3;1;1	3;1;1	Ras-related protein Rab-5B	RAB5B	3	6	3	3
P61024;Q5T179;Q9BZU3	P61024;Q5T179;Q9BZU3	4;3;2	4;3;2	4;3;2	Cyclin-dependent kinases regulatory subunit 1;Cyclin-dependent kinases regulatory subunit	CKS1B	3	4	4	4
P61026	P61026	9	8	7	Ras-related protein Rab-10	RAB10	1	9	8	7
P61077;P61077-2;P61077-3;A0A087WY85;P62837;P62837-2;A0A0A0MQU3;H9KV45;D6RAH7;D6RFM0;D6RA11;D6R980;D6RGD0;D6R9F6;D6RAW0;D6RIZ3;D6R933	P61077;P61077-2;P61077-3;A0A087WY85;P62837;P62837-2;A0A0A0MQU3;H9KV45;D6RAH7;D6RFM0;D6RA11	5;5;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2	5;5;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2	4;4;3;3;2;2;2;2;2;2;2;2;2;2;1;2;2	Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2	UBE2D3;UBE2D2	17	5	5	4
P61081;M0QX69;M0QYI6	P61081	10;4;3	10;4;3	10;4;3	NEDD8-conjugating enzyme Ubc12	UBE2M	3	10	10	10
P61086;D6RDM7;P61086-3;P61086-2	P61086;D6RDM7;P61086-3;P61086-2	13;9;8;7	13;9;8;7	13;9;8;7	Ubiquitin-conjugating enzyme E2 K	UBE2K	4	13	13	13
P61088;F8VSD4;F8VV71;F8VQQ8;F8VZ29;Q5JXB2	P61088;F8VSD4;F8VV71;F8VQQ8	7;5;5;4;3;3	7;5;5;4;3;3	7;5;5;4;3;3	Ubiquitin-conjugating enzyme E2 N	UBE2N	6	7	7	7
P61106;X6RFL8	P61106;X6RFL8	15;12	15;12	15;12	Ras-related protein Rab-14	RAB14	2	15	15	15
P61158;B4DXW1;F8WDR7;H7C4J1;F8WEW2;F8WE84	P61158;B4DXW1	26;24;4;2;1;1	26;24;4;2;1;1	22;20;4;0;1;1	Actin-related protein 3	ACTR3	6	26	26	22
P61160;P61160-2;F5H6T1;A0A1B0GWD0;A0A1B0GWH0	P61160;P61160-2;F5H6T1	17;15;11;4;4	17;15;11;4;4	17;15;11;4;4	Actin-related protein 2	ACTR2	5	17	17	17
P61163;R4GMT0;A0A1B0GVS3	P61163;R4GMT0;A0A1B0GVS3	12;11;7	12;11;7	9;9;5	Alpha-centractin	ACTR1A	3	12	12	9
P61201;P61201-2;B4DIH5;H0YKU5;H0YM03;H0YMC2	P61201;P61201-2;B4DIH5	26;24;23;11;7;4	26;24;23;11;7;4	26;24;23;11;7;4	COP9 signalosome complex subunit 2	COPS2	6	26	26	26
P61221;D6R9I9;D6RGF4;H0Y990	P61221;D6R9I9	19;12;8;5	19;12;8;5	19;12;8;5	ATP-binding cassette sub-family E member 1	ABCE1	4	19	19	19
P61224;P61224-3;F5H7Y6;E7ESV4;A6NIZ1;F5GX62;P61224-4;F5H004;F5GZG1;B7ZB78;F5H823;F5H6R7;P61224-2;F5GYB5;F5H500;F5H0B7;F5H491;F5GWU8;F5H077;F5H4H0;F5GYH7;F8WBC0	P61224;P61224-3;F5H7Y6;E7ESV4;A6NIZ1;F5GX62;P61224-4;F5H004;F5GZG1;B7ZB78;F5H823;F5H6R7;P61224-2;F5GYB5	14;13;12;12;11;11;10;10;9;9;9;9;8;7;6;6;5;5;5;4;4;2	14;13;12;12;11;11;10;10;9;9;9;9;8;7;6;6;5;5;5;4;4;2	5;4;5;5;4;4;4;4;4;4;4;3;1;1;1;1;1;1;1;0;0;0	Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1B	22	14	14	5
P61225	P61225	5	1	1	Ras-related protein Rap-2b	RAP2B	1	5	1	1
P61247;D6RG13;D6RAT0;D6RB09;E9PFI5;H0Y9Y4;H0Y8L7;D6RAS7;D6RED7;D6RI02;D6RGE0	P61247;D6RG13;D6RAT0;D6RB09;E9PFI5;H0Y9Y4;H0Y8L7	17;14;14;12;12;12;11;7;6;5;4	17;14;14;12;12;12;11;7;6;5;4	8;6;5;5;8;3;8;5;5;5;4	40S ribosomal protein S3a	RPS3A	11	17	17	8
P61289;P61289-2;P61289-3;K9J957;K7ESG5;B3KQ25;A0A087WTV2;K7ENH2;K7EPX6;K7EKR3;K7EMD0;B7Z8D3;K7EJF8	P61289;P61289-2;P61289-3;K9J957;K7ESG5;B3KQ25;A0A087WTV2;K7ENH2	17;17;16;15;13;12;11;10;6;6;5;5;1	17;17;16;15;13;12;11;10;6;6;5;5;1	17;17;16;15;13;12;11;10;6;6;5;5;1	Proteasome activator complex subunit 3	PSME3	13	17	17	17
P61353;K7ELC7;K7EQQ9;K7ERY7	P61353;K7ELC7	8;7;1;1	8;7;1;1	8;7;1;1	60S ribosomal protein L27	RPL27	4	8	8	8
P61457	P61457	7	7	7	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	1	7	7	7
P61586;C9JNR4;C9JX21;C9JRM1	P61586;C9JNR4;C9JX21	12;9;9;4	12;9;9;4	3;1;1;1	Transforming protein RhoA	RHOA	4	12	12	3
P61599;A8MZB2;P61599-2	P61599;A8MZB2	7;6;3	7;6;3	7;6;3	N-alpha-acetyltransferase 20	NAA20	3	7	7	7
P61604;B8ZZL8;B8ZZ54	P61604;B8ZZL8	14;13;4	5;4;4	5;4;4	10 kDa heat shock protein, mitochondrial	HSPE1	3	14	5	5
P61758	P61758	13	13	3	Prefoldin subunit 3	VBP1	1	13	13	3
P61769;H0YLF3;F5H6I0	P61769;H0YLF3;F5H6I0	2;1;1	2;1;1	2;1;1	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	3	2	2	2
P61925	P61925	1	1	1	cAMP-dependent protein kinase inhibitor alpha	PKIA	1	1	1	1
P61956-2;P61956	P61956-2;P61956	4;4	4;4	3;3	Small ubiquitin-related modifier 2	SUMO2	2	4	4	3
P61960;P61960-2;H0Y614	P61960;P61960-2	3;2;1	3;2;1	3;2;1	Ubiquitin-fold modifier 1	UFM1	3	3	3	3
P61962;A0A087WWI6;P61962-2	P61962;A0A087WWI6	10;6;1	10;6;1	10;6;1	DDB1- and CUL4-associated factor 7	DCAF7	3	10	10	10
P61964;V9GZ59;V9GYQ5	P61964	9;2;1	9;2;1	9;2;1	WD repeat-containing protein 5	WDR5	3	9	9	9
P61970;H3BRV9	P61970;H3BRV9	6;5	6;5	6;5	Nuclear transport factor 2	NUTF2	2	6	6	6
P61978-2;P61978;S4R457;S4R359	P61978-2;P61978	29;28;6;4	2;2;0;0	2;2;0;0	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	4	29	2	2
P61978-3;Q5T6W2	P61978-3;Q5T6W2	29;23	29;23	2;2	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	2	29	29	2
P61981	P61981	20	15	15	14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed	YWHAG	1	20	15	15
P62070-2;P62070-3;P62070;P62070-4;E9PK85	P62070-2;P62070-3;P62070;P62070-4;E9PK85	3;3;3;3;2	3;3;3;3;2	3;3;3;3;2	Ras-related protein R-Ras2	RRAS2	5	3	3	3
P62072	P62072	6	6	6	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10	1	6	6	6
P62081;A0A2R8Y623;B5MCP9	P62081;A0A2R8Y623;B5MCP9	12;9;7	12;9;7	12;9;7	40S ribosomal protein S7	RPS7	3	12	12	12
P62136;P62136-3;E9PMD7;F5H1L6;F5H037	P62136;P62136-3;E9PMD7	21;16;15;4;4	21;16;15;4;4	1;0;1;0;0	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit;Serine/threonine-protein phosphatase	PPP1CA	5	21	21	1
P62140;E7ETD8;C9J9S3;C9JP48	P62140;E7ETD8	20;11;8;8	8;2;4;4	8;2;4;4	Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase	PPP1CB	4	20	8	8
P62166;P62166-2	P62166;P62166-2	4;3	4;3	4;3	Neuronal calcium sensor 1	NCS1	2	4	4	4
P62191;P62191-2;G3V4X1	P62191;P62191-2	22;18;3	22;18;3	22;18;3	26S protease regulatory subunit 4	PSMC1	3	22	22	22
P62195;P62195-2;J3QSA9;J3KRP2;J3QQM1;J3QLH6;J3QRW1;J3QSE0;J3QRR3;J3KTQ9	P62195;P62195-2;J3QSA9;J3KRP2;J3QQM1;J3QLH6	28;27;17;16;16;15;11;10;6;1	28;27;17;16;16;15;11;10;6;1	27;26;16;15;15;14;10;10;5;1	26S protease regulatory subunit 8	PSMC5	10	28	28	27
P62241;Q5JR95	P62241;Q5JR95	15;14	15;14	15;14	40S ribosomal protein S8	RPS8	2	15	15	15
P62244;I3L3P7;H3BVC7	P62244;I3L3P7	8;7;2	3;2;2	3;2;2	40S ribosomal protein S15a	RPS15A	3	8	3	3
P62249;M0R3H0;M0R210;M0R1M5;Q6IPX4;M0QX76	P62249;M0R3H0;M0R210;M0R1M5;Q6IPX4	11;8;8;7;6;4	11;8;8;7;6;4	11;8;8;7;6;4	40S ribosomal protein S16	RPS16	6	11	11	11
P62253;I3L0Q0;I3L2Q4;K7EPR7;I3L2H7	P62253	7;3;3;3;3	7;3;3;3;3	7;3;3;3;3	Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed	UBE2G1	5	7	7	7
P62258;P62258-2;B4DJF2;I3L3T1;K7EM20;K7EIT4;I3L0W5	P62258;P62258-2	32;26;13;13;11;9;3	32;26;13;13;11;9;3	30;24;12;12;10;8;3	14-3-3 protein epsilon	YWHAE	7	32	32	30
P62266;D6RD47	P62266;D6RD47	5;4	5;4	5;4	40S ribosomal protein S23	RPS23	2	5	5	5
P62269;A0A0G2JQH2;Q5GGW2;J3JS69	P62269	10;4;4;2	10;4;4;2	10;4;4;2	40S ribosomal protein S18	RPS18	4	10	10	10
P62277;J3KMX5;E9PS50	P62277;J3KMX5	8;7;2	8;7;2	8;7;2	40S ribosomal protein S13	RPS13	3	8	8	8
P62280;M0QZC5;M0R1H5;M0R1H6	P62280;M0QZC5	12;10;4;4	12;10;4;4	12;10;4;4	40S ribosomal protein S11	RPS11	4	12	12	12
P62304;A6NHK2	P62304;A6NHK2	4;2	4;2	4;2	Small nuclear ribonucleoprotein E	SNRPE	2	4	4	4
P62306;A0A0B4J254;F8W0W6	P62306	5;2;2	5;2;2	5;2;2	Small nuclear ribonucleoprotein F	SNRPF	3	5	5	5
P62310	P62310	4	4	4	U6 snRNA-associated Sm-like protein LSm3	LSM3	1	4	4	4
P62312	P62312	5	5	5	U6 snRNA-associated Sm-like protein LSm6	LSM6	1	5	5	5
P62314;J3QLI9;J3QLR7	P62314;J3QLI9	5;3;1	5;3;1	5;3;1	Small nuclear ribonucleoprotein Sm D1	SNRPD1	3	5	5	5
P62316;K7ERG4;P62316-2;K7EJB5	P62316;K7ERG4;P62316-2	9;6;6;2	9;6;6;2	9;6;6;2	Small nuclear ribonucleoprotein Sm D2	SNRPD2	4	9	9	9
P62318;P62318-2;H3BT13	P62318;P62318-2;H3BT13	5;5;3	5;5;3	5;5;3	Small nuclear ribonucleoprotein Sm D3	SNRPD3	3	5	5	5
P62328	P62328	5	5	5	Thymosin beta-4;Hematopoietic system regulatory peptide	TMSB4X	1	5	5	5
P62330	P62330	9	9	9	ADP-ribosylation factor 6	ARF6	1	9	9	9
P62380;Q7Z6U2;Q7Z6U1;Q7Z6U0;Q7Z6T9	P62380;Q7Z6U2;Q7Z6U1;Q7Z6U0	8;7;6;4;2	8;7;6;4;2	8;7;6;4;2	TATA box-binding protein-like protein 1	TBPL1	5	8	8	8
P62424;Q5T8U3;Q5T8U2	P62424;Q5T8U3;Q5T8U2	17;10;9	17;10;9	17;10;9	60S ribosomal protein L7a	RPL7A	3	17	17	17
P62487;E9PIU7;E9PKH3;H0YEE4	P62487	6;2;2;1	6;2;2;1	6;2;2;1	DNA-directed RNA polymerase II subunit RPB7	POLR2G	4	6	6	6
P62491;H3BSC1;H3BMH2;P62491-2;B4DQU5;H3BN38	P62491;H3BSC1;H3BMH2;P62491-2;B4DQU5	12;11;9;9;7;1	12;11;9;9;7;1	3;2;0;0;3;1	Ras-related protein Rab-11A	RAB11A	6	12	12	3
P62495;B7Z7P8;P62495-2;I3L492;D6RJE8;D6RCB3	P62495;B7Z7P8;P62495-2	28;26;26;10;6;3	28;26;26;10;6;3	28;26;26;10;6;3	Eukaryotic peptide chain release factor subunit 1	ETF1	6	28	28	28
P62633-2;P62633;P62633-7;P62633-3	P62633-2;P62633;P62633-7;P62633-3	6;6;5;5	1;1;1;1	1;1;1;1	Cellular nucleic acid-binding protein	CNBP	4	6	1	1
P62633-8;P62633-4	P62633-8;P62633-4	6;6	6;6	1;1	Cellular nucleic acid-binding protein	CNBP	2	6	6	1
P62633-5;P62633-6	P62633-5;P62633-6	6;6	1;1	1;1	Cellular nucleic acid-binding protein	CNBP	2	6	1	1
P62699	P62699	5	5	5	Protein yippee-like 5	YPEL5	1	5	5	5
P62701;Q8TD47;C9JEH7;P22090	P62701	17;6;5;5	17;6;5;5	17;6;5;5	40S ribosomal protein S4, X isoform	RPS4X	4	17	17	17
P62714;E5RHC1;H0YC23;E5RFI3;E5RHP4;E7ESG8;H0YBN9;E5RJX4	P62714	13;6;5;5;5;5;2;1	1;0;0;0;0;0;0;1	1;0;0;0;0;0;0;1	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CB	8	13	1	1
P62745	P62745	4	2	2	Rho-related GTP-binding protein RhoB	RHOB	1	4	2	2
P62753;A2A3R5;A2A3R7	P62753;A2A3R5	8;6;3	8;6;3	8;6;3	40S ribosomal protein S6	RPS6	3	8	8	8
P62805	P62805	6	6	6	Histone H4	HIST1H4A	1	6	6	6
P62820;E7END7;P62820-2;P62820-3	P62820;E7END7;P62820-2;P62820-3	9;8;6;5	5;5;3;3	5;5;3;3	Ras-related protein Rab-1A	RAB1A	4	9	5	5
P62826;B5MDF5;J3KQE5;F5H018;H0YFC6;B4DV51;A0A087X0W0	P62826;B5MDF5;J3KQE5;F5H018	15;14;14;13;7;6;1	15;14;14;13;7;6;1	15;14;14;13;7;6;1	GTP-binding nuclear protein Ran	RAN	7	15	15	15
