Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Number of proteins	Peptides	Razor + unique peptides	Unique peptides
P62906	P62906	14	14	14	60S ribosomal protein L10a	RPL10A	1	14	14	14
P62913;Q5VVC8	P62913;Q5VVC8	12;11	12;11	1;0	60S ribosomal protein L11	RPL11	2	12	12	1
P62917;E9PKU4;E9PKZ0;G3V1A1;E9PP36	P62917;E9PKU4;E9PKZ0;G3V1A1	23;21;18;15;10	23;21;18;15;10	23;21;18;15;10	60S ribosomal protein L8	RPL8	5	23	23	23
P62937;F8WE65;C9J5S7;E5RIZ5	P62937;F8WE65;C9J5S7	18;12;12;2	18;12;12;2	8;8;8;2	Peptidyl-prolyl cis-trans isomerase A;Peptidyl-prolyl cis-trans isomerase A, N-terminally processed;Peptidyl-prolyl cis-trans isomerase	PPIA	4	18	18	8
P62942;Q5W0X3;A0A087WZM5;Q1JUQ5;Q5VVH2;Q1JUQ3;A0A087WTS4;A0A087WV48	P62942;Q5W0X3;A0A087WZM5	10;8;7;4;3;2;2;2	10;8;7;4;3;2;2;2	10;8;7;4;3;2;2;2	Peptidyl-prolyl cis-trans isomerase FKBP1A;Peptidyl-prolyl cis-trans isomerase	FKBP1A	8	10	10	10
P62979;P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P0CG47;A0A2R8Y422;Q49A90;M0R1V7;M0R2S1;M0R1M6;F5GZ39;J3QSA3	P62979;P0CG48;F5GYU3;Q96C32;Q5PY61;J3QKN0;F5GXK7;F5H747;F5H388;B4DV12;F5H265;F5H2Z3;F5H6Q2;J3QTR3;J3QS39;P62987;P0CG47;A0A2R8Y422;Q49A90;M0R1V7;M0R2S1;M0R1M6	21;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;14;13;13;11;11;10;8	21;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;14;13;13;11;11;10;8	21;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;14;13;13;11;11;10;8	Ubiquitin-40S ribosomal protein S27a;Ubiquitin;40S ribosomal protein S27a;Polyubiquitin-C;Ubiquitin;Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40;Polyubiquitin-B;Ubiquitin	RPS27A;UBC;UBB;UBA52	24	21	21	21
P62993;P62993-2;J3KT38;J3QRL5;J3QLF6	P62993;P62993-2;J3KT38	21;15;12;10;1	21;15;12;10;1	21;15;12;10;1	Growth factor receptor-bound protein 2	GRB2	5	21	21	21
P62995-3;P62995;H7BXF3;H7C2L4	P62995-3;P62995	7;7;3;1	7;7;3;1	7;7;3;1	Transformer-2 protein homolog beta	TRA2B	4	7	7	7
P63000;P63000-2;P15153;B1AH77;B1AH78;B1AH80	P63000;P63000-2;P15153	10;9;5;4;4;4	9;8;4;4;3;4	4;4;1;1;1;1	Ras-related C3 botulinum toxin substrate 1;Ras-related C3 botulinum toxin substrate 2	RAC1;RAC2	6	10	9	4
P63010;P63010-2;A0A087X253;P63010-3;A0A087WU93;A0A087WZQ6;A0A087WYD1;K7ERB2;K7EN71;K7EJ01;K7EJX1;A0A087WXS3;K7EKZ5	P63010;P63010-2;A0A087X253;P63010-3;A0A087WU93;A0A087WZQ6;A0A087WYD1	54;54;50;50;37;37;33;12;10;7;6;2;2	29;29;29;26;15;15;15;4;4;2;3;1;1	29;29;29;26;15;15;15;4;4;2;3;1;1	AP-2 complex subunit beta	AP2B1	13	54	29	29
Q5JWF2;P63092-4;P63092;Q5JWF2-2;P63092-2;P63092-3;S4R3E3;A0A0A0MR13;Q5JWE9;H0Y7F4;S4R3V9;P38405;P38405-2;H0Y7E8;Q5JWD1;K7EQ80;K7EPE2	Q5JWF2;P63092-4;P63092;Q5JWF2-2;P63092-2;P63092-3;S4R3E3	14;14;14;13;13;13;7;5;5;4;4;3;3;2;2;1;1	14;14;14;13;13;13;7;5;5;4;4;3;3;2;2;1;1	12;12;12;11;11;11;7;4;4;3;4;1;1;1;1;1;1	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	GNAS	17	14	14	12
P63104;E7EX29;B0AZS6;P63104-2;B7Z2E6;H0YB80;E7ESK7;E9PD24;E7EVZ2;E5RIR4;E5RGE1	P63104;E7EX29;B0AZS6;P63104-2;B7Z2E6;H0YB80;E7ESK7	28;22;19;15;14;14;14;10;10;9;7	25;19;18;14;13;13;12;8;8;7;5	22;16;15;11;10;10;12;8;8;7;5	14-3-3 protein zeta/delta	YWHAZ	11	28	25	22
P63146;H0Y9V2;H0YA80	P63146;H0Y9V2	7;6;3	4;4;2	4;4;2	Ubiquitin-conjugating enzyme E2 B	UBE2B	3	7	4	4
P63151;P63151-2;E5RFR9;E5RIY1;Q66LE6;A0A1W2PQI2;Q00005-6;Q00005;Q00005-2;Q00005-3;Q00005-4;Q00005-5;Q00005-7;E5RHQ2;E5RJV2;H0YB06	P63151;P63151-2	15;14;5;4;4;2;2;2;2;2;2;2;2;1;1;1	15;14;5;4;4;2;2;2;2;2;2;2;2;1;1;1	14;13;4;4;4;2;2;2;2;2;2;2;2;1;1;1	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	PPP2R2A	16	15	15	14
P63167;F8VXL2;F8VRV5;F8VXI7	P63167;F8VXL2;F8VRV5	5;3;3;1	5;3;3;1	3;3;3;1	Dynein light chain 1, cytoplasmic	DYNLL1	4	5	5	3
P63172	P63172	5	5	5	Dynein light chain Tctex-type 1	DYNLT1	1	5	5	5
P63173;J3KT73;J3QL01;J3KSP2	P63173;J3KT73;J3QL01	6;4;4;2	6;4;4;2	6;4;4;2	60S ribosomal protein L38	RPL38	4	6	6	6
P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2;E5RGM3;E5RHM3;E5RGM4	P63208;E5RJR5;E7ERH2;F8W8N3;P63208-2	16;15;9;9;9;7;1;1	16;15;9;9;9;7;1;1	13;12;6;6;6;4;0;0	S-phase kinase-associated protein 1	SKP1	8	16	16	13
P63218	P63218	4	4	4	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	GNG5	1	4	4	4
Q8WVC2;P63220;Q9BYK1;Q9BYK2	Q8WVC2;P63220;Q9BYK1	8;8;6;2	8;8;6;2	8;8;6;2	40S ribosomal protein S21	RPS21	4	8	8	8
P63241;P63241-2;I3L397;I3L504;Q6IS14;F8WCJ1;C9J7B5	P63241;P63241-2;I3L397;I3L504;Q6IS14	23;21;20;20;15;9;9	23;21;20;20;15;9;9	14;12;11;11;7;0;0	Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like	EIF5A;EIF5AL1	7	23	23	14
P63244;J3KPE3;D6RAC2;D6REE5;H0Y8W2;D6RHH4;H0YAM7;H0YAF8;D6R9L0;D6R9Z1;D6RFX4;D6RAU2;E9PD14;D6RFZ9;D6RBD0;H0Y8R5;D6R909;D6RGK8;D6RHJ5;H0Y9P0;D6RDI0	P63244;J3KPE3;D6RAC2;D6REE5;H0Y8W2;D6RHH4;H0YAM7;H0YAF8;D6R9L0;D6R9Z1;D6RFX4	39;34;30;27;26;25;24;24;22;22;20;18;18;17;17;13;10;9;9;6;5	39;34;30;27;26;25;24;24;22;22;20;18;18;17;17;13;10;9;9;6;5	28;23;19;19;18;24;16;13;21;21;20;18;18;17;17;9;10;9;5;0;5	Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed	GNB2L1	21	39	39	28
P63261;I3L3I0;I3L1U9;I3L4N8;I3L3R2;K7EM38;J3KT65	P63261;I3L3I0;I3L1U9	45;24;24;20;19;17;17	45;24;24;20;19;17;17	3;3;3;3;3;3;3	Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed	ACTG1	7	45	45	3
P63272;J3KSQ6;D3DTZ5;J3QSB9	P63272	3;1;1;1	3;1;1;1	3;1;1;1	Transcription elongation factor SPT4	SUPT4H1	4	3	3	3
P63279	P63279	11	11	2	SUMO-conjugating enzyme UBC9	UBE2I	1	11	11	2
P67775;P62714;P67775-2;E5RHC1;H0YC23;E5RFI3;E5RHP4;E7ESG8;H0YBN9	P67775;P62714;P67775-2	16;14;12;7;6;5;5;5;3	16;14;12;7;6;5;5;5;3	12;12;8;5;6;3;3;3;3	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CA;PPP2CB	9	16	16	12
P67809;H0Y449;C9J5V9	P67809;H0Y449	24;17;11	17;14;10	17;14;10	Nuclease-sensitive element-binding protein 1	YBX1	3	24	17	17
Q5SRQ6;P67870;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58	Q5SRQ6;P67870;Q5SRQ3;N0E472;A0A0G2JM12	10;10;8;5;5;2;2	10;10;8;5;5;2;2	10;10;8;5;5;2;2	Casein kinase II subunit beta	CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991	7	10	10	10
P67936	P67936	28	18	0	Tropomyosin alpha-4 chain	TPM4	1	28	18	0
P68032;P63267;P68133;P62736;A6NL76;F8WB63;B8ZZJ2;C9JFL5;F6UVQ4;F6QUT6	P68032;P63267;P68133;P62736;A6NL76;F8WB63;B8ZZJ2;C9JFL5;F6UVQ4;F6QUT6	24;22;22;22;18;12;12;12;12;12	2;1;2;1;2;1;1;1;1;1	2;1;2;1;2;1;1;1;1;1	Actin, alpha cardiac muscle 1;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle;Actin, aortic smooth muscle	ACTC1;ACTG2;ACTA1;ACTA2	10	24	2	2
P68036;P68036-3;P68036-2;A0A1B0GUS4	P68036;P68036-3;P68036-2;A0A1B0GUS4	16;14;12;8	16;14;12;8	16;14;12;8	Ubiquitin-conjugating enzyme E2 L3	UBE2L3	4	16	16	16
P68104;Q5VTE0;A0A087WVQ9;P68104-2;A0A087WV01;Q5JR01;A6PW80	P68104;Q5VTE0;A0A087WVQ9;P68104-2;A0A087WV01	42;40;35;35;33;11;9	42;40;35;35;33;11;9	24;23;21;21;17;2;2	Elongation factor 1-alpha 1;Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha	EEF1A1;EEF1A1P5	7	42	42	24
P68106;P68106-2;G5E9U6;F8W6G9	P68106;P68106-2	3;2;1;1	3;2;1;1	3;2;1;1	Peptidyl-prolyl cis-trans isomerase FKBP1B	FKBP1B	4	3	3	3
P68363;P68363-2;F8VVB9;F8VS66;F8VRZ4;C9JDS9;F8VX09;F8VWV9;F8W0F6;F8VRK0;Q9H853;F8VXZ7	P68363;P68363-2	41;32;17;11;9;9;6;6;4;3;2;1	41;32;17;11;9;9;6;6;4;3;2;1	0;0;0;0;0;0;0;0;0;0;0;0	Tubulin alpha-1B chain	TUBA1B	12	41	41	0
P68366-2;P68366;C9JEV8;C9JQ00;C9JJQ8;C9JDL2	P68366-2;P68366	28;28;5;5;5;4	1;1;1;1;1;1	1;1;1;1;1;1	Tubulin alpha-4A chain	TUBA4A	6	28	1	1
P68371	P68371	32	32	2	Tubulin beta-4B chain	TUBB4B	1	32	32	2
P68402;P68402-3;P68402-2;P68402-4;J3KNE3	P68402;P68402-3;P68402-2;P68402-4	11;7;7;7;4	11;7;7;7;4	11;7;7;7;4	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH1B2	5	11	11	11
P68543-2;P68543	P68543-2;P68543	3;3	3;3	3;3	UBX domain-containing protein 2A	UBXN2A	2	3	3	3
P78310-2;P78310-6;P78310;P78310-5;P78310-4;P78310-3	P78310-2;P78310-6;P78310;P78310-5	11;11;11;6;3;2	11;11;11;6;3;2	1;1;1;0;0;0	Coxsackievirus and adenovirus receptor	CXADR	6	11	11	1
P78316;E9PFK5;P78316-2	P78316;E9PFK5;P78316-2	9;8;8	9;8;8	9;8;8	Nucleolar protein 14	NOP14	3	9	9	9
P78318;A0A1W2PR95	P78318	10;2	10;2	10;2	Immunoglobulin-binding protein 1	IGBP1	2	10	10	10
P78330;C9JBI3;C9JEJ7;F8WD74	P78330;C9JBI3	10;9;1;1	10;9;1;1	10;9;1;1	Phosphoserine phosphatase	PSPH	4	10	10	10
P78344;D3DQV9;P78344-2;H0Y3P2;H0YCH5;E9PKF8;H0YD77;H0YE22;H0YEC5;H0YE44;H0YCF8;H0YEN8;H0YDC0;H0YD99	P78344;D3DQV9;P78344-2;H0Y3P2	49;48;46;45;21;13;12;10;9;3;3;2;2;1	49;48;46;45;21;13;12;10;9;3;3;2;2;1	49;48;46;45;21;13;12;10;9;3;3;2;2;1	Eukaryotic translation initiation factor 4 gamma 2	EIF4G2	14	49	49	49
P78345;Q5VUC3;Q5VUC9	P78345;Q5VUC3	5;3;2	5;3;2	5;3;2	Ribonuclease P protein subunit p38	RPP38	3	5	5	5
P78346;P78346-2;Q5VU11;Q5VU10	P78346;P78346-2;Q5VU11;Q5VU10	9;9;7;6	9;9;7;6	9;9;7;6	Ribonuclease P protein subunit p30	RPP30	4	9	9	9
P78347-2;P78347-4;P78347-3;P78347;P78347-5;C9J6M0;A0A087WW90;A0A0D9SF80;Q86UP8-3;Q86UP8;Q6EKJ0	P78347-2;P78347-4;P78347-3;P78347	55;55;55;55;13;3;1;1;1;1;1	55;55;55;55;13;3;1;1;1;1;1	55;55;55;55;13;3;1;1;1;1;1	General transcription factor II-I	GTF2I	11	55	55	55
P78356;A0A087WT35;P78356-2	P78356	4;1;1	2;1;1	2;1;1	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	PIP4K2B	3	4	2	2
P78362;P78362-2;H7C5L6;H7C521;C9J2M4;C9JWF7;F8WBW4	P78362;P78362-2	13;13;5;3;2;2;1	10;10;3;1;1;1;1	10;10;3;1;1;1;1	SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal	SRPK2	7	13	10	10
P78371;P78371-2;F5GWF6;F8VQ14	P78371;P78371-2;F5GWF6;F8VQ14	50;47;44;40	50;47;44;40	50;47;44;40	T-complex protein 1 subunit beta	CCT2	4	50	50	50
P78406;E9PQ57;E9PPG9;B0QZ36;B0QZ37	P78406;E9PQ57;E9PPG9	14;13;8;3;1	14;13;8;3;1	14;13;8;3;1	mRNA export factor	RAE1	5	14	14	14
P78417;P78417-3;Q5TA02;P78417-2;Q5TA01	P78417;P78417-3;Q5TA02;P78417-2;Q5TA01	23;22;21;17;16	23;22;21;17;16	23;22;21;17;16	Glutathione S-transferase omega-1	GSTO1	5	23	23	23
P78527;P78527-2;F5GX40;H0YG84	P78527;P78527-2	201;199;5;3	201;199;5;3	201;199;5;3	DNA-dependent protein kinase catalytic subunit	PRKDC	4	201	201	201
P78537-2;P78537;G8JLQ3;A0A087WSV2;F8W036;F8VP73;F8W099;F8W606	P78537-2;P78537;G8JLQ3;A0A087WSV2;F8W036;F8VP73	6;6;5;3;3;3;2;2	6;6;5;3;3;3;2;2	6;6;5;3;3;3;2;2	Biogenesis of lysosome-related organelles complex 1 subunit 1	BLOC1S1	8	6	6	6
P78540	P78540	7	7	7	Arginase-2, mitochondrial	ARG2	1	7	7	7
P78560;F8VV49;F5H7C2;F8VVY5;P78560-2	P78560	9;1;1;1;1	9;1;1;1;1	9;1;1;1;1	Death domain-containing protein CRADD	CRADD	5	9	9	9
P80297;U3KQD7	P80297	4;1	1;1	1;1	Metallothionein-1X	MT1X	2	4	1	1
P80723;P80723-2	P80723;P80723-2	14;9	14;9	14;9	Brain acid soluble protein 1	BASP1	2	14	14	14
P81605;P81605-2	P81605;P81605-2	2;2	2;2	2;2	Dermcidin;Survival-promoting peptide;DCD-1	DCD	2	2	2	2
P82094;P82094-2;A0A2R8Y7M0;F8WF45	P82094;P82094-2;A0A2R8Y7M0;F8WF45	30;30;27;19	30;30;27;19	30;30;27;19	TATA element modulatory factor	TMF1	4	30	30	30
P82663;E7EPW2;P82663-2;P82663-3	P82663;E7EPW2;P82663-2;P82663-3	15;11;11;8	15;11;11;8	15;11;11;8	28S ribosomal protein S25, mitochondrial	MRPS25	4	15	15	15
P82664	P82664	7	7	7	28S ribosomal protein S10, mitochondrial	MRPS10	1	7	7	7
P82673;H0YG82;P82673-2	P82673	15;6;6	15;6;6	15;6;6	28S ribosomal protein S35, mitochondrial	MRPS35	3	15	15	15
P82675;P82675-2	P82675	23;8	23;8	23;8	28S ribosomal protein S5, mitochondrial	MRPS5	2	23	23	23
P82909;D6R941	P82909	5;1	5;1	5;1	28S ribosomal protein S36, mitochondrial	MRPS36	2	5	5	5
P82912-2;P82912;H0YL99;P82912-3	P82912-2;P82912;H0YL99;P82912-3	6;6;3;3	6;6;3;3	6;6;3;3	28S ribosomal protein S11, mitochondrial	MRPS11	4	6	6	6
P82914	P82914	13	13	13	28S ribosomal protein S15, mitochondrial	MRPS15	1	13	13	13
P82921	P82921	5	5	5	28S ribosomal protein S21, mitochondrial	MRPS21	1	5	5	5
P82932	P82932	8	8	8	28S ribosomal protein S6, mitochondrial	MRPS6	1	8	8	8
P82933;H7BZC4	P82933	20;1	20;1	20;1	28S ribosomal protein S9, mitochondrial	MRPS9	2	20	20	20
P82970;Q5JSK6;Q5JSL0;Q5JSK8;Q5JSK7	P82970;Q5JSK6;Q5JSL0	26;19;18;8;6	26;19;18;8;6	8;1;1;1;1	High mobility group nucleosome-binding domain-containing protein 5	HMGN5	5	26	26	8
P82979;H0YHG0;F8VZQ9;F8VS12	P82979;H0YHG0;F8VZQ9	12;11;9;2	12;11;9;2	12;11;9;2	SAP domain-containing ribonucleoprotein	SARNP	4	12	12	12
P83111;P83111-2;H0YNN5	P83111	7;3;1	7;3;1	7;3;1	Serine beta-lactamase-like protein LACTB, mitochondrial	LACTB	3	7	7	7
P83436	P83436	6	6	6	Conserved oligomeric Golgi complex subunit 7	COG7	1	6	6	6
P83876;K7ESL1;K7EPA6;K7EJU2;K7EMX5;O14835;K7ES07	P83876;K7ESL1	4;3;1;1;1;1;1	4;3;1;1;1;1;1	4;3;1;1;1;1;1	Thioredoxin-like protein 4A	TXNL4A	7	4	4	4
P84077	P84077	20	20	3	ADP-ribosylation factor 1	ARF1	1	20	20	3
P84085;C9J1Z8	P84085;C9J1Z8	14;13	8;7	8;7	ADP-ribosylation factor 5	ARF5	2	14	8	8
P84090;G3V279	P84090;G3V279	9;5	9;5	9;5	Enhancer of rudimentary homolog	ERH	2	9	9	9
P84095	P84095	5	4	4	Rho-related GTP-binding protein RhoG	RHOG	1	5	4	4
P84101-4;P84101;F8WBN3;B9A031;C9JQZ0;B8ZZY7;F8WBV6;P84101-3;P84101-2	P84101-4;P84101;F8WBN3;B9A031;C9JQZ0;B8ZZY7;F8WBV6;P84101-3;P84101-2	4;4;2;2;2;2;2;2;2	4;4;2;2;2;2;2;2;2	4;4;2;2;2;2;2;2;2	Small EDRK-rich factor 2	SERF2	9	4	4	4
P84103;P84103-2;A0A087X2D0	P84103;P84103-2;A0A087X2D0	9;9;6	9;9;6	8;8;5	Serine/arginine-rich splicing factor 3	SRSF3	3	9	9	8
P84157-2;Q6ZR64;P84157-3;P84157;K7EQX8;K7EPS4	P84157-2;Q6ZR64;P84157-3;P84157;K7EQX8	6;4;4;4;3;1	6;4;4;4;3;1	6;4;4;4;3;1	Matrix-remodeling-associated protein 7	MXRA7	6	6	6	6
P85037;P85037-2	P85037;P85037-2	8;6	8;6	8;6	Forkhead box protein K1	FOXK1	2	8	8	8
P86790;P86791;F8WD66	P86790;P86791	12;12;3	12;12;3	12;12;3	Vacuolar fusion protein CCZ1 homolog B;Vacuolar fusion protein CCZ1 homolog	CCZ1B;CCZ1	3	12	12	12
P98170;B1AKU2	P98170	15;6	15;6	15;6	E3 ubiquitin-protein ligase XIAP	XIAP	2	15	15	15
P98172	P98172	4	4	4	Ephrin-B1	EFNB1	1	4	4	4
P98175-2;P98175;P98175-5;P98175-4;P98175-3	P98175-2;P98175;P98175-5;P98175-4;P98175-3	18;18;18;17;17	18;18;18;17;17	17;17;17;16;16	RNA-binding protein 10	RBM10	5	18	18	17
P98179	P98179	10	10	10	RNA-binding protein 3	RBM3	1	10	10	10
P99999;C9JFR7;CON__P62894	P99999;C9JFR7	12;11;3	12;11;3	12;11;3	Cytochrome c	CYCS	3	12	12	12
Q00013;Q00013-2;Q00013-3;C9J9J4;A8MTH1;C9JB34;A6NFY0	Q00013;Q00013-2;Q00013-3;C9J9J4;A8MTH1	16;15;15;8;8;5;2	16;15;15;8;8;5;2	16;15;15;8;8;5;2	55 kDa erythrocyte membrane protein	MPP1	7	16	16	16
Q00059;Q00059-2;H7BYN3	Q00059;Q00059-2;H7BYN3	9;7;6	9;7;6	9;7;6	Transcription factor A, mitochondrial	TFAM	3	9	9	9
Q00169;F5GWE5;I3L4H1;I3L459;I3L4C0;I3L2X8;I3L471;I3L4U7;I3NI10;I3L3W1	Q00169;F5GWE5;I3L4H1;I3L459	21;20;13;12;9;7;6;6;5;3	19;18;11;10;7;6;5;5;5;2	19;18;11;10;7;6;5;5;5;2	Phosphatidylinositol transfer protein alpha isoform	PITPNA	10	21	19	19
Q00325-2;Q00325;F8VVM2;F8VWQ0;F8VZL5;F8VWR4	Q00325-2;Q00325;F8VVM2	17;16;15;6;5;5	17;16;15;6;5;5	17;16;15;6;5;5	Phosphate carrier protein, mitochondrial	SLC25A3	6	17	17	17
Q00403;B1APE1;B1APE2	Q00403	11;5;5	11;5;5	11;5;5	Transcription initiation factor IIB	GTF2B	3	11	11	11
Q00534	Q00534	11	10	10	Cyclin-dependent kinase 6	CDK6	1	11	10	10
Q00535;Q00535-2	Q00535;Q00535-2	17;14	16;13	16;13	Cyclin-dependent-like kinase 5	CDK5	2	17	16	16
Q00577	Q00577	6	6	6	Transcriptional activator protein Pur-alpha	PURA	1	6	6	6
Q00587-2;Q00587;B0QYC6;B0QYC7;B0QYC8	Q00587-2;Q00587	4;4;1;1;1	4;4;1;1;1	4;4;1;1;1	Cdc42 effector protein 1	CDC42EP1	5	4	4	4
Q00653;Q00653-4;Q00653-3;M0R119	Q00653;Q00653-4;Q00653-3	9;8;5;1	9;8;5;1	9;8;5;1	Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit	NFKB2	4	9	9	9
Q00688;G3V5F2	Q00688	23;2	23;2	23;2	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3	2	23	23	23
Q00765;B7Z332;B7Z510;H0Y8J8;Q00765-2;E2QRG8	Q00765	6;2;2;2;2;1	6;2;2;2;2;1	6;2;2;2;2;1	Receptor expression-enhancing protein 5	REEP5	6	6	6	6
Q00796;H0YLA4;H0YKB3;Q00796-2	Q00796;H0YLA4	16;14;4;4	16;14;4;4	16;14;4;4	Sorbitol dehydrogenase	SORD	4	16	16	16
Q00839;Q00839-2;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;A0A1W2PRI6;A0A1W2PPE9;A0A1W2PNG3;A0A1W2PP22;A0A087WZF3	Q00839;Q00839-2;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7	58;56;55;52;47;47;43;43;42;42;36;34;28;5;3;1;1;1	58;56;55;52;47;47;43;43;42;42;36;34;28;5;3;1;1;1	58;56;55;52;47;47;43;43;42;42;36;34;28;5;3;1;1;1	Heterogeneous nuclear ribonucleoprotein U	HNRNPU	18	58	58	58
Q00994	Q00994	1	1	1	Protein BEX3	NGFRAP1	1	1	1	1
Q00994-2	Q00994-2	1	1	1	Protein BEX3	NGFRAP1	1	1	1	1
Q01082;A0A087WUZ3;Q01082-2;F8W6C1;P11277-3;P11277	Q01082;A0A087WUZ3;Q01082-2	92;89;86;23;4;4	92;89;86;23;4;4	6;6;0;0;0;0	Spectrin beta chain, non-erythrocytic 1	SPTBN1	6	92	92	6
Q01082-3	Q01082-3	87	1	1	Spectrin beta chain, non-erythrocytic 1	SPTBN1	1	87	1	1
Q01085-2;Q01085;E7ETJ9;E7ETC0;A6NKZ9	Q01085-2;Q01085;E7ETJ9;E7ETC0	15;14;8;8;6	15;14;8;8;6	10;9;5;4;3	Nucleolysin TIAR	TIAL1	5	15	15	10
Q01105;A0A0C4DFV9;Q01105-3;Q01105-4;A0A087X027;P0DME0;B2REB7	Q01105;A0A0C4DFV9;Q01105-3;Q01105-4;A0A087X027;P0DME0	18;15;15;15;9;9;1	3;0;0;0;1;1;1	3;0;0;0;1;1;1	Protein SET;Protein SETSIP	SET;SETSIP	7	18	3	3
Q01105-2	Q01105-2	19	19	4	Protein SET	SET	1	19	19	4
Q01167;Q01167-2;I3L4U8	Q01167;Q01167-2	5;4;1	5;4;1	5;4;1	Forkhead box protein K2	FOXK2	3	5	5	5
Q01433-2;Q01433;H0Y360;Q01433-5;Q01433-3;Q01433-4;H0YCL9;E9PJF6;E9PIJ1;H0YF16	Q01433-2;Q01433;H0Y360;Q01433-5;Q01433-3;Q01433-4	26;26;25;24;22;22;8;7;5;2	26;26;25;24;22;22;8;7;5;2	26;26;25;24;22;22;8;7;5;2	AMP deaminase 2	AMPD2	10	26	26	26
Q01469;I6L8B7;A8MUU1	Q01469;I6L8B7	19;12;3	19;12;3	19;12;3	Fatty acid-binding protein, epidermal	FABP5	3	19	19	19
Q01518;Q5T0R1;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0S3;Q5T0R8;P40123-3	Q01518	41;16;15;15;15;14;14;14;6;3;1	41;16;15;15;15;14;14;14;6;3;1	1;1;1;1;1;1;1;1;0;0;0	Adenylyl cyclase-associated protein 1	CAP1	11	41	41	1
Q01518-2;Q5T0R9	Q01518-2	41;16	1;1	1;1	Adenylyl cyclase-associated protein 1	CAP1	2	41	1	1
Q01581;D6RIW1;P54868-3;P54868-2;P54868	Q01581	31;8;2;2;2	31;8;2;2;2	31;8;2;2;2	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMGCS1	5	31	31	31
Q01650;H0YJ95;A0A0C4DGL4;G3V4Z6;Q9UM01	Q01650	5;1;1;1;1	5;1;1;1;1	4;0;0;0;0	Large neutral amino acids transporter small subunit 1	SLC7A5	5	5	5	4
Q01658	Q01658	7	7	7	Protein Dr1	DR1	1	7	7	7
Q01664;I3L254	Q01664;I3L254	6;5	6;5	6;5	Transcription factor AP-4	TFAP4	2	6	6	6
Q01780;Q01780-2;K7EJ37	Q01780;Q01780-2	21;21;4	21;21;4	21;21;4	Exosome component 10	EXOSC10	3	21	21	21
Q01804;Q01804-5;Q01804-3	Q01804;Q01804-5;Q01804-3	5;4;4	5;4;4	5;4;4	OTU domain-containing protein 4	OTUD4	3	5	5	5
Q01813;Q01813-2;B1APP6;B1APP8;Q5VSR5;H0Y757;V9GYV7;V9GY25;H0Y3Y3	Q01813;Q01813-2	24;22;9;6;6;4;3;3;3	21;21;9;6;4;4;2;3;3	21;21;9;6;4;4;2;3;3	ATP-dependent 6-phosphofructokinase, platelet type	PFKP	9	24	21	21
Q01826;Q01826-2;C9J3I0;H0YN86;C9JLL5;C9J7F3;C9JGL9;C9IZC5;C9JP21	Q01826;Q01826-2	7;7;2;2;2;2;2;2;2	7;7;2;2;2;2;2;2;2	5;5;2;2;2;2;2;2;2	DNA-binding protein SATB1	SATB1	9	7	7	5
